Kegg_ID	ModelSeed_ID
	rxn05470
	rxn05471
	rxn05472
	rxn05473
	rxn05474
	rxn05475
	rxn05476
	rxn05477
	rxn05478
	rxn05479
	rxn05480
	rxn05481
	rxn05482
	rxn05483
	rxn05484
	rxn05485
	rxn05486
	rxn05487
	rxn05488
	rxn05489
	rxn05490
	rxn05491
	rxn05493
	rxn05494
	rxn05495
	rxn05496
	rxn05497
	rxn05498
	rxn05499
	rxn05500
	rxn05501
	rxn05502
	rxn05504
	rxn05505
	rxn05506
	rxn05507
	rxn05508
	rxn05510
	rxn05511
	rxn05512
	rxn05513
	rxn05514
	rxn05515
	rxn05516
	rxn05517
	rxn05518
	rxn05519
	rxn05520
	rxn05521
	rxn05522
	rxn05523
	rxn05525
	rxn05526
	rxn05527
	rxn05528
	rxn05529
	rxn05531
	rxn05532
	rxn05533
	rxn05534
	rxn05535
	rxn05536
	rxn05537
	rxn05538
	rxn05539
	rxn05540
	rxn05541
	rxn05542
	rxn05543
	rxn05544
	rxn05545
	rxn05546
	rxn05547
	rxn05548
	rxn05549
	rxn05550
	rxn05551
	rxn05552
	rxn05553
	rxn05554
	rxn05555
	rxn05557
	rxn05558
	rxn05559
	rxn05560
	rxn05561
	rxn05562
	rxn05563
	rxn05564
	rxn05565
	rxn05566
	rxn05567
	rxn05568
	rxn05569
	rxn05570
	rxn05571
	rxn05572
	rxn05573
	rxn05574
	rxn05577
	rxn05578
	rxn05579
	rxn05580
	rxn05581
	rxn05582
	rxn05585
	rxn05586
	rxn05589
	rxn05590
	rxn05593
	rxn05594
	rxn05595
	rxn05596
	rxn05597
	rxn05598
	rxn05599
	rxn05601
	rxn05602
	rxn05603
	rxn05604
	rxn05605
	rxn05607
	rxn05608
	rxn05609
	rxn05610
	rxn05611
	rxn05612
	rxn05613
	rxn05614
	rxn05615
	rxn05616
	rxn05617
	rxn05618
	rxn05619
	rxn05620
	rxn05621
	rxn05622
	rxn05623
	rxn05625
	rxn05626
	rxn05627
	rxn05628
	rxn05629
	rxn05630
	rxn05634
	rxn05635
	rxn05636
	rxn05637
	rxn05638
	rxn05639
	rxn05640
	rxn05641
	rxn05643
	rxn05644
	rxn05645
	rxn05646
	rxn05647
	rxn05648
	rxn05649
	rxn05651
	rxn05652
	rxn05653
	rxn05654
	rxn05655
	rxn05656
	rxn05657
	rxn05659
	rxn05661
	rxn05663
	rxn05665
	rxn05667
	rxn05669
	rxn05671
	rxn05672
	rxn05673
	rxn05674
	rxn05676
	rxn05678
	rxn05679
	rxn05680
	rxn05681
	rxn05682
	rxn05683
	rxn05684
	rxn05685
	rxn05686
	rxn05687
	rxn05688
	rxn05689
	rxn05690
	rxn05691
	rxn05692
	rxn05693
	rxn05694
	rxn05695
	rxn05696
	rxn05697
	rxn05698
	rxn05699
	rxn05700
	rxn05701
	rxn05703
	rxn05704
	rxn05706
	rxn05708
	rxn05709
	rxn05710
	rxn05711
	rxn05713
	rxn05714
	rxn05715
	rxn05716
	rxn05717
	rxn05718
	rxn05719
	rxn05720
	rxn05721
	rxn05722
	rxn05723
	rxn05724
	rxn05725
	rxn05726
	rxn05727
	rxn05728
	rxn05730
	rxn05731
	rxn05732
R04859	rxn05733
	rxn05734
	rxn05735
	rxn05736
	rxn05737
	rxn05739
	rxn05740
	rxn05743
	rxn05744
	rxn05745
R06040	rxn05746
	rxn05747
	rxn05748
	rxn05749
	rxn05757
	rxn05758
R00019	rxn05759
	rxn05760
R00041	rxn05761
	rxn05762
R00056	rxn05763
R00057	rxn05764
R00060	rxn05765
R00061	rxn05766
R00067	rxn05767
	rxn05768
	rxn05769
R00077	rxn05770
R00082	rxn05771
R00100	rxn05772
R00101	rxn05773
R00108	rxn05774
R00109	rxn05775
R00135	rxn05776
	rxn05777
R00145	rxn05778
R00146	rxn05779
	rxn05780
R00162	rxn05781
R00164	rxn05782
R00165	rxn05783
R00166	rxn05784
	rxn05785
R00168	rxn05786
R00169	rxn05787
R00170	rxn05788
	rxn05789
R00172	rxn05790
R00234	rxn05792
R00263	rxn05793
	rxn05794
R00280	rxn05795
R00281	rxn05796
R00282	rxn05797
	rxn05798
R00284	rxn05799
R03118	rxn05800
R00294	rxn05801
R00295	rxn05802
R00296	rxn05803
R00297	rxn05804
R00298	rxn05805
R10411	rxn05806
R00308	rxn05807
R00311	rxn05808
R00312	rxn05809
R00313	rxn05810
R00314	rxn05811
R00326	rxn05812
R00329	rxn05813
R00334	rxn05814
R00361	rxn05815
R00375	rxn05816
R00376	rxn05817
R00377	rxn05818
R00378	rxn05819
	rxn05820
R00380	rxn05821
R07640	rxn05822
	rxn05823
R00383	rxn05824
R00384	rxn05825
R00385	rxn05826
R00387	rxn05827
R00388	rxn05828
R00389	rxn05829
R00390	rxn05830
R00391	rxn05831
R00392	rxn05832
R00393	rxn05833
R00394	rxn05834
R00395	rxn05835
R00412	rxn05836
	rxn05837
R00422	rxn05838
R00423	rxn05839
R00435	rxn05840
R00436	rxn05841
R00437	rxn05842
R00438	rxn05843
R00439	rxn05844
R00440	rxn05845
R00441	rxn05846
R07283	rxn05847
R00443	rxn05848
R00444	rxn05849
R00459	rxn05850
R00476	rxn05851
R00506	rxn05852
R00538	rxn05853
R00539	rxn05854
R00542	rxn05855
R00543	rxn05856
R00544	rxn05857
R00547	rxn05858
	rxn05859
R00577	rxn05860
	rxn05861
	rxn05862
	rxn05863
	rxn05864
	rxn05865
	rxn05866
	rxn05867
	rxn05868
R00609	rxn05869
R00611	rxn05870
R00623	rxn05871
R00624	rxn05872
R00625	rxn05873
R00626	rxn05874
R00627	rxn05875
R00628	rxn05876
R00629	rxn05877
R00630	rxn05878
	rxn05879
	rxn05880
R00635	rxn05881
R00636	rxn05882
R00637	rxn05883
R00639	rxn05884
R00657	rxn05885
R00700	rxn05887
	rxn05888
R00784	rxn05889
R00785	rxn05890
R00790	rxn05893
R00791	rxn05894
R00792	rxn05895
	rxn05896
R00804	rxn05897
R00808	rxn05898
R00811	rxn05899
	rxn05900
R00851	rxn05901
	rxn05902
R00860	rxn05903
R00861	rxn05904
R00873	rxn05905
	rxn05906
R00890	rxn05907
R00891	rxn05909
R00900	rxn05910
R00976	rxn05911
R01003	rxn05912
R01004	rxn05913
R01005	rxn05914
R01006	rxn05915
R01007	rxn05916
R01008	rxn05917
R01009	rxn05918
R01013	rxn05919
R01018	rxn05920
R01025	rxn05921
R01031	rxn05922
R01032	rxn05923
R01033	rxn05924
R01045	rxn05925
	rxn05926
	rxn05927
R01079	rxn05928
R01105	rxn05929
R01115	rxn05930
R01119	rxn05931
R01120	rxn05932
	rxn05933
	rxn05934
	rxn05935
R01178	rxn05936
	rxn05937
	rxn05938
	rxn05939
	rxn05940
R01206	rxn05941
	rxn05942
R01235	rxn05943
R01236	rxn05944
R01237	rxn05945
R01242	rxn05946
R01253	rxn05947
R01258	rxn05948
R01259	rxn05949
R01260	rxn05950
R01261	rxn05951
R01262	rxn05952
R01263	rxn05953
R01264	rxn05954
R01265	rxn05955
R01282	rxn05956
R01288	rxn05957
	rxn05958
R01303	rxn05959
R01306	rxn05960
R01307	rxn05961
R01309	rxn05962
R01310	rxn05963
R01312	rxn05964
R01313	rxn05965
R01314	rxn05966
	rxn05967
R01318	rxn05968
R01319	rxn05969
R01320	rxn05970
R01321	rxn05971
	rxn05972
R08614	rxn05973
R01335	rxn05974
R01337	rxn05975
R01338	rxn05976
R01339	rxn05977
R01340	rxn05978
R01341	rxn05979
R01342	rxn05980
R01343	rxn05981
R01344	rxn05982
	rxn05983
R01346	rxn05984
	rxn05985
	rxn05986
R01350	rxn05987
R01368	rxn05989
R01369	rxn05990
R01374	rxn05991
	rxn05992
R01400	rxn05993
R01403	rxn05994
R01404	rxn05995
R01406	rxn05996
	rxn05997
R01409	rxn05998
R01413	rxn05999
R01433	rxn06000
R01443	rxn06001
R01461	rxn06002
R01472	rxn06003
	rxn06004
R01478	rxn06005
	rxn06007
R01488	rxn06008
R01489	rxn06009
	rxn06010
R01491	rxn06011
R01496	rxn06012
R01501	rxn06013
R01508	rxn06014
R01532	rxn06015
R01537	rxn06016
R01565	rxn06017
R01572	rxn06018
R01578	rxn06019
R01588	rxn06020
R01599	rxn06021
R01623	rxn06022
R01625	rxn06023
R01675	rxn06024
R01687	rxn06025
R01696	rxn06026
R01697	rxn06027
R01702	rxn06031
R01705	rxn06032
R01706	rxn06033
R01742	rxn06034
R01760	rxn06035
R01762	rxn06036
R01778	rxn06037
R01779	rxn06038
R01780	rxn06039
R01797	rxn06041
R01798	rxn06042
R01799	rxn06043
R01800	rxn06044
R01801	rxn06045
R01802	rxn06046
R01803	rxn06047
	rxn06048
R03116	rxn06049
R01823	rxn06050
R01824	rxn06051
R01833	rxn06052
R01834	rxn06053
	rxn06054
	rxn06055
R01853	rxn06056
R01854	rxn06057
R01862	rxn06058
	rxn06059
R01875	rxn06060
R01915	rxn06061
R01924	rxn06062
R01206	rxn06063
R01982	rxn06064
R01994	rxn06065
R01995	rxn06066
R01996	rxn06067
R01997	rxn06068
R01998	rxn06069
R01999	rxn06070
R02000	rxn06071
R02002	rxn06072
	rxn06073
R02012	rxn06074
R02018	rxn06075
R02024	rxn06076
R02025	rxn06077
R02026	rxn06078
R02027	rxn06079
R02029	rxn06080
R02030	rxn06081
R02039	rxn06082
R02040	rxn06083
R02041	rxn06084
R02042	rxn06085
R02051	rxn06086
R02052	rxn06087
R02053	rxn06088
R02054	rxn06089
R02055	rxn06090
R02056	rxn06091
R02057	rxn06092
R02108	rxn06093
R02109	rxn06094
R02110	rxn06095
R02111	rxn06096
R02112	rxn06097
R02114	rxn06098
R02115	rxn06099
	rxn06101
R02130	rxn06102
R02131	rxn06103
R02138	rxn06104
R02139	rxn06105
R02161	rxn06106
	rxn06107
R02163	rxn06108
R02164	rxn06109
R02165	rxn06110
	rxn06111
R02170	rxn06112
	rxn06113
R02180	rxn06114
R02181	rxn06115
R02183	rxn06116
R02184	rxn06117
R02185	rxn06118
R02186	rxn06119
R02187	rxn06120
R02188	rxn06121
R02190	rxn06123
R02191	rxn06124
R02192	rxn06125
R02206	rxn06127
R02211	rxn06128
R02212	rxn06129
R02213	rxn06130
R02214	rxn06131
R02215	rxn06132
R02218	rxn06133
	rxn06134
R02223	rxn06135
R02224	rxn06136
R02234	rxn06137
R02239	rxn06138
R02240	rxn06139
R02241	rxn06140
R02242	rxn06141
R02248	rxn06142
R02249	rxn06143
R02251	rxn06145
	rxn06146
R02277	rxn06147
R02281	rxn06148
R02289	rxn06149
	rxn06150
	rxn06151
R02334	rxn06152
R02335	rxn06153
R02336	rxn06154
R02337	rxn06155
R02360	rxn06156
	rxn06158
	rxn06159
R02366	rxn06160
R02374	rxn06161
	rxn06162
R02418	rxn06163
R02420	rxn06164
R02421	rxn06165
R02443	rxn06166
R02451	rxn06167
R02459	rxn06168
R02460	rxn06169
R02465	rxn06170
R02480	rxn06171
R02488	rxn06172
	rxn06173
R02497	rxn06174
	rxn06175
R02503	rxn06176
R02511	rxn06177
R02543	rxn06178
R02584	rxn06181
R02585	rxn06182
R02586	rxn06183
R02588	rxn06184
R02592	rxn06185
R02596	rxn06186
R02600	rxn06187
R02605	rxn06188
R02612	rxn06189
R02616	rxn06190
R02617	rxn06191
R02620	rxn06192
R02621	rxn06193
R02622	rxn06194
R02623	rxn06195
R02624	rxn06196
R02625	rxn06197
R02626	rxn06198
R02627	rxn06199
R02628	rxn06200
R02630	rxn06201
R02631	rxn06202
R02642	rxn06203
R02643	rxn06204
R02646	rxn06205
R02650	rxn06206
R02651	rxn06207
R02652	rxn06208
R02654	rxn06209
R02663	rxn06211
	rxn06212
R02671	rxn06213
	rxn06214
R02682	rxn06215
R02685	rxn06216
R05209	rxn06217
R02688	rxn06218
R02689	rxn06219
R02691	rxn06220
R02692	rxn06221
R02693	rxn06222
R02694	rxn06223
R02704	rxn06224
R02716	rxn06225
R02717	rxn06226
R02718	rxn06227
	rxn06228
R02725	rxn06229
R02726	rxn06230
R02738	rxn06231
R02745	rxn06232
R02756	rxn06233
R02758	rxn06234
R02760	rxn06235
R02766	rxn06236
R02767	rxn06237
R02768	rxn06238
R02769	rxn06239
R02770	rxn06240
	rxn06241
R02789	rxn06242
R02790	rxn06243
R02791	rxn06244
R02802	rxn06245
R02804	rxn06246
R02806	rxn06247
R02808	rxn06248
R02809	rxn06249
R02811	rxn06250
R02814	rxn06251
R02819	rxn06252
R02820	rxn06253
R02822	rxn06254
R02823	rxn06255
	rxn06256
R02826	rxn06257
R02828	rxn06258
	rxn06259
R02833	rxn06260
R02838	rxn06261
R02843	rxn06262
R02847	rxn06263
	rxn06264
R02860	rxn06265
R02873	rxn06266
R02876	rxn06267
R02879	rxn06268
R02884	rxn06269
R02885	rxn06270
R02886	rxn06271
R02887	rxn06272
R02890	rxn06273
R02903	rxn06274
R02904	rxn06275
	rxn06276
	rxn06277
R02915	rxn06278
	rxn06279
R02918	rxn06280
R02924	rxn06281
R02953	rxn06282
R02959	rxn06283
R02960	rxn06284
R02961	rxn06285
	rxn06286
	rxn06287
R02965	rxn06288
	rxn06289
R02980	rxn06290
R02987	rxn06291
R03003	rxn06293
R03015	rxn06294
R03016	rxn06295
R03017	rxn06296
R03019	rxn06297
R03020	rxn06298
R03025	rxn06299
R03038	rxn06300
R03039	rxn06301
	rxn06302
	rxn06303
R03072	rxn06304
R03076	rxn06305
R03077	rxn06306
R03078	rxn06307
	rxn06308
	rxn06309
R03086	rxn06310
	rxn06311
	rxn06312
R03109	rxn06313
R03110	rxn06314
	rxn06315
R03122	rxn06316
R03125	rxn06317
R08692	rxn06318
R03135	rxn06319
R03136	rxn06320
R03137	rxn06321
R03142	rxn06322
R03143	rxn06323
R03147	rxn06324
R03150	rxn06325
R03151	rxn06326
R03156	rxn06327
R03162	rxn06328
R03164	rxn06329
R03167	rxn06330
R03172	rxn06334
R03174	rxn06335
R03175	rxn06336
	rxn06337
R03190	rxn06338
R03195	rxn06339
R03201	rxn06340
R03203	rxn06341
R03206	rxn06342
R03212	rxn06343
R03215	rxn06344
R03218	rxn06345
R03219	rxn06346
R03224	rxn06347
R03232	rxn06348
R03255	rxn06349
R03257	rxn06350
R03262	rxn06351
	rxn06352
R03268	rxn06353
R03272	rxn06355
R03273	rxn06356
R03274	rxn06357
	rxn06358
R03306	rxn06359
R03326	rxn06361
R03332	rxn06362
	rxn06363
R03360	rxn06364
R03361	rxn06365
R03362	rxn06366
R03363	rxn06367
R03364	rxn06368
R03370	rxn06369
R03376	rxn06370
R03410	rxn06372
R03411	rxn06373
R03415	rxn06374
R03416	rxn06375
R03424	rxn06376
R03425	rxn06377
R03435	rxn06378
R03438	rxn06379
R03441	rxn06380
	rxn06381
R03447	rxn06382
R03449	rxn06383
R03450	rxn06384
R03454	rxn06385
R03455	rxn06386
R03467	rxn06387
R03468	rxn06388
R03469	rxn06389
R03473	rxn06390
R03474	rxn06391
R03482	rxn06392
R06121	rxn06393
R05999	rxn06394
R03510	rxn06395
R03513	rxn06396
R03514	rxn06397
R03515	rxn06398
R03516	rxn06399
R03519	rxn06400
R03522	rxn06401
R03526	rxn06402
R03527	rxn06403
R03528	rxn06404
R03529	rxn06405
R03532	rxn06406
R03533	rxn06407
R03536	rxn06408
R03539	rxn06409
	rxn06410
R03553	rxn06411
R03557	rxn06412
	rxn06413
R03570	rxn06414
R03575	rxn06415
R03584	rxn06416
R03585	rxn06417
	rxn06418
	rxn06419
R03598	rxn06420
R03599	rxn06421
	rxn06422
R03609	rxn06423
R03611	rxn06424
R03613	rxn06425
R03615	rxn06426
R03629	rxn06427
R03632	rxn06428
R03643	rxn06429
	rxn06430
R03645	rxn06431
R03646	rxn06432
R03647	rxn06433
R03648	rxn06434
R03650	rxn06435
R03651	rxn06436
R03652	rxn06437
R03654	rxn06438
R03655	rxn06439
R03656	rxn06440
R03657	rxn06441
R03658	rxn06442
R03659	rxn06443
R03660	rxn06444
R03661	rxn06445
R03662	rxn06446
R03663	rxn06447
R03664	rxn06448
R03665	rxn06449
	rxn06450
	rxn06451
R03679	rxn06452
R03681	rxn06453
R03682	rxn06454
R03683	rxn06455
R03684	rxn06456
R03687	rxn06457
R03699	rxn06458
R03704	rxn06459
	rxn06460
R03708	rxn06461
R03711	rxn06462
R03714	rxn06463
R03724	rxn06464
R03725	rxn06465
R03734	rxn06466
R03739	rxn06467
R03742	rxn06468
R03743	rxn06469
R03744	rxn06470
R03748	rxn06471
R03749	rxn06472
R03754	rxn06473
R03755	rxn06474
R03756	rxn06475
R03760	rxn06476
R03765	rxn06477
R03767	rxn06478
R03768	rxn06479
R03769	rxn06480
R03771	rxn06481
R03783	rxn06482
R03784	rxn06483
R03788	rxn06484
R03789	rxn06485
R03793	rxn06486
R03797	rxn06487
R03803	rxn06488
R03804	rxn06489
R03805	rxn06490
R03813	rxn06491
R03814	rxn06492
R03815	rxn06493
	rxn06494
	rxn06495
R03818	rxn06496
	rxn06497
	rxn06498
R03828	rxn06499
R03830	rxn06500
R03833	rxn06501
R03838	rxn06502
R03840	rxn06503
	rxn06504
R03849	rxn06505
	rxn06506
R03851	rxn06507
R03854	rxn06509
R03858	rxn06510
	rxn06511
	rxn06512
R03873	rxn06513
	rxn06514
R03875	rxn06515
R03876	rxn06516
R03901	rxn06517
	rxn06519
	rxn06520
R03907	rxn06521
R03909	rxn06522
R03910	rxn06523
R03912	rxn06524
R03913	rxn06525
R03914	rxn06526
R03915	rxn06527
	rxn06528
R08400	rxn06529
R03919	rxn06530
R03922	rxn06531
R03923	rxn06532
	rxn06533
	rxn06534
R03928	rxn06535
	rxn06536
R03938	rxn06537
R03940	rxn06538
R03944	rxn06539
R03956	rxn06540
	rxn06541
R03973	rxn06542
	rxn06543
R03981	rxn06544
R03982	rxn06545
R03983	rxn06546
R03984	rxn06547
R03986	rxn06548
R03992	rxn06549
R03993	rxn06550
R04003	rxn06551
R04007	rxn06552
R04009	rxn06553
	rxn06554
	rxn06555
R04014	rxn06556
R04015	rxn06557
R06279	rxn06558
R04022	rxn06559
R04023	rxn06560
R04032	rxn06561
R04034	rxn06562
R04036	rxn06563
R04039	rxn06564
R04041	rxn06565
R04042	rxn06566
R04043	rxn06567
R04044	rxn06568
R04055	rxn06569
R04062	rxn06570
R04063	rxn06571
	rxn06572
R04070	rxn06573
R04071	rxn06574
	rxn06575
R04073	rxn06576
R04074	rxn06577
R04076	rxn06578
R04078	rxn06579
R04080	rxn06580
R04081	rxn06581
R04082	rxn06582
R04083	rxn06583
R04090	rxn06584
R04096	rxn06585
R04097	rxn06586
R04098	rxn06587
R04101	rxn06588
R04102	rxn06589
R04104	rxn06590
R04109	rxn06591
R06236	rxn06592
	rxn06593
R04118	rxn06594
R04120	rxn06595
R04121	rxn06596
R04122	rxn06597
R04123	rxn06598
R04124	rxn06599
R04125	rxn06600
R04126	rxn06601
R04145	rxn06602
R04146	rxn06603
R04149	rxn06604
R04155	rxn06605
R04156	rxn06606
R04157	rxn06607
R04159	rxn06608
R04160	rxn06609
R04162	rxn06610
R04176	rxn06612
	rxn06613
R04190	rxn06614
R04191	rxn06615
R04192	rxn06616
R04194	rxn06618
	rxn06619
R04216	rxn06620
R04225	rxn06621
R04226	rxn06622
R04227	rxn06623
R04238	rxn06624
R04239	rxn06625
R04950	rxn06626
	rxn06627
R04242	rxn06628
	rxn06629
R04267	rxn06630
R04268	rxn06631
R04272	rxn06632
R04273	rxn06633
R04274	rxn06634
R04275	rxn06635
R04281	rxn06636
	rxn06637
R04289	rxn06639
R04291	rxn06640
R04294	rxn06641
R04299	rxn06642
R04303	rxn06643
R04311	rxn06644
R04312	rxn06645
	rxn06646
R04314	rxn06647
R04315	rxn06648
R04316	rxn06649
	rxn06650
R04319	rxn06651
R04321	rxn06652
R04322	rxn06653
R04327	rxn06654
R04328	rxn06655
R04331	rxn06656
R04332	rxn06657
R04341	rxn06658
R04343	rxn06659
R04348	rxn06660
R04357	rxn06661
R04358	rxn06662
R04360	rxn06663
R04361	rxn06664
R04362	rxn06665
R04363	rxn06666
R04366	rxn06667
R04368	rxn06668
R04369	rxn06669
R04375	rxn06670
R04377	rxn06671
R04385	rxn06672
R04386	rxn06673
R04389	rxn06674
R04390	rxn06675
R04392	rxn06676
R06237	rxn06677
R04394	rxn06678
R04396	rxn06679
R04401	rxn06680
R04403	rxn06681
R04404	rxn06682
R04409	rxn06683
R04410	rxn06684
	rxn06685
R04413	rxn06686
R04416	rxn06688
R04431	rxn06690
R04432	rxn06691
R04433	rxn06692
R04437	rxn06693
R04449	rxn06694
R04450	rxn06695
R04455	rxn06696
	rxn06697
R04462	rxn06698
R04466	rxn06699
R04469	rxn06700
	rxn06701
R04472	rxn06702
R04473	rxn06703
R04474	rxn06704
R04477	rxn06705
R04480	rxn06706
R04484	rxn06707
R04491	rxn06708
R04494	rxn06709
R04496	rxn06710
R04500	rxn06711
R04502	rxn06712
R04503	rxn06713
	rxn06714
R04511	rxn06715
R04513	rxn06716
R04514	rxn06717
R04519	rxn06718
R04523	rxn06719
R04542	rxn06720
R04545	rxn06721
R04548	rxn06722
R04550	rxn06723
	rxn06724
R04555	rxn06725
R04562	rxn06726
R04563	rxn06727
R04564	rxn06728
R04567	rxn06729
R04571	rxn06730
R04575	rxn06731
	rxn06732
R04581	rxn06733
R04582	rxn06734
R05940	rxn06735
R05939	rxn06736
R04586	rxn06737
R04588	rxn06738
R04589	rxn06739
R04590	rxn06740
R04603	rxn06741
R04604	rxn06742
R04607	rxn06743
R04611	rxn06744
R04613	rxn06745
R04622	rxn06746
	rxn06747
R04630	rxn06748
R05941	rxn06749
R04632	rxn06750
	rxn06751
R06012	rxn06752
R04643	rxn06753
R04644	rxn06754
R04645	rxn06755
R04646	rxn06756
R04647	rxn06757
R04648	rxn06758
R04649	rxn06759
R06253	rxn06760
	rxn06761
R04667	rxn06762
R04684	rxn06763
R04685	rxn06764
	rxn06765
R04698	rxn06766
	rxn06767
R04710	rxn06768
R04717	rxn06769
R04718	rxn06770
R04719	rxn06771
R04721	rxn06772
R04722	rxn06773
R04729	rxn06774
R04730	rxn06775
R04733	rxn06776
R04739	rxn06777
	rxn06778
R04760	rxn06779
	rxn06780
R04773	rxn06781
R04774	rxn06782
R04782	rxn06783
	rxn06784
	rxn06785
	rxn06786
	rxn06787
	rxn06788
R04796	rxn06789
R04798	rxn06790
	rxn06791
R04800	rxn06792
	rxn06793
	rxn06794
R04827	rxn06795
R04841	rxn06796
R04852	rxn06797
R04856	rxn06798
R04858	rxn06799
R04860	rxn06800
	rxn06801
R04863	rxn06802
R04864	rxn06803
R04866	rxn06804
R04867	rxn06805
	rxn06806
R04878	rxn06807
	rxn06808
	rxn06809
	rxn06810
R04920	rxn06811
R04922	rxn06812
R04923	rxn06813
R04924	rxn06814
	rxn06815
	rxn06816
R04935	rxn06817
R04939	rxn06818
	rxn06819
R04944	rxn06820
	rxn06821
R04948	rxn06822
R04949	rxn06823
	rxn06824
	rxn06825
R04971	rxn06826
R04973	rxn06827
R04977	rxn06828
	rxn06829
	rxn06830
R04993	rxn06831
	rxn06832
	rxn06833
R05002	rxn06834
R05010	rxn06835
	rxn06836
R05031	rxn06837
	rxn06838
R05040	rxn06839
	rxn06840
R05059	rxn06841
R05060	rxn06842
R05061	rxn06843
	rxn06845
	rxn06846
	rxn06847
R05075	rxn06848
R05080	rxn06849
R05081	rxn06850
R05084	rxn06851
R05088	rxn06852
R05102	rxn06853
R05105	rxn06854
R05106	rxn06855
R05107	rxn06856
R05108	rxn06857
R05118	rxn06858
R05129	rxn06859
R05132	rxn06860
R05136	rxn06861
	rxn06863
R05145	rxn06864
R05146	rxn06865
R05151	rxn06866
	rxn06867
R05163	rxn06868
R05164	rxn06869
R05175	rxn06870
R05179	rxn06871
	rxn06872
	rxn06873
R05185	rxn06874
	rxn06875
	rxn06876
	rxn06877
	rxn06878
R06278	rxn06879
	rxn06880
	rxn06881
R05197	rxn06882
R05199	rxn06883
	rxn06884
	rxn06885
R05224	rxn06887
R05228	rxn06888
	rxn06889
R05238	rxn06890
R05255	rxn06891
R05260	rxn06892
R05267	rxn06893
R05302	rxn06895
	rxn06896
R05324	rxn06897
R05325	rxn06898
	rxn06899
R05329	rxn06900
R05333	rxn06901
	rxn06902
	rxn06903
R05355	rxn06904
R05363	rxn06905
R05371	rxn06906
R05372	rxn06907
R05388	rxn06908
R05391	rxn06910
R05398	rxn06911
R05419	rxn06912
	rxn06913
	rxn06914
R05458	rxn06915
R05460	rxn06916
R05461	rxn06917
R05464	rxn06919
R05482	rxn06920
R05488	rxn06921
R05489	rxn06922
R05490	rxn06923
R05491	rxn06924
R05494	rxn06925
R05496	rxn06926
R05505	rxn06927
R05512	rxn06928
R05518	rxn06929
R05537	rxn06930
R05539	rxn06931
	rxn06932
R05558	rxn06933
R05570	rxn06934
R05572	rxn06935
R05577	rxn06936
R05578	rxn06937
R05579	rxn06938
R05583	rxn06939
R05584	rxn06940
	rxn06941
	rxn06942
R05617	rxn06943
R05619	rxn06944
	rxn06945
	rxn06946
R05635	rxn06947
R05657	rxn06948
R05669	rxn06949
R05671	rxn06950
R05704	rxn06951
R05708	rxn06952
R05721	rxn06953
R05739	rxn06954
R05740	rxn06955
R05741	rxn06956
R05742	rxn06957
R05743	rxn06958
R05744	rxn06959
R05745	rxn06960
R05747	rxn06961
	rxn06962
	rxn06963
R05752	rxn06964
R05753	rxn06965
R05756	rxn06966
R05777	rxn06967
R05782	rxn06968
R05792	rxn06969
R05793	rxn06970
R05794	rxn06971
R05795	rxn06972
R05796	rxn06973
R05797	rxn06974
R05798	rxn06975
R05802	rxn06976
R05803	rxn06977
R05815	rxn06979
R05817	rxn06980
R05818	rxn06981
R05819	rxn06982
R05820	rxn06983
R05843	rxn06984
R05853	rxn06985
R05854	rxn06986
R05859	rxn06987
R05868	rxn06988
R05869	rxn06989
R05875	rxn06990
	rxn06991
R05895	rxn06992
R05897	rxn06993
R05898	rxn06994
	rxn06997
	rxn06998
	rxn06999
R01105	rxn07000
	rxn07001
	rxn07002
	rxn07003
	rxn07005
	rxn07006
	rxn07009
	rxn07013
	rxn07015
	rxn07018
R06046	rxn07019
R06054	rxn07021
	rxn07023
	rxn07024
	rxn07026
	rxn07031
	rxn07034
	rxn07037
	rxn07039
	rxn07040
	rxn07041
R01105	rxn07043
	rxn07045
	rxn07047
	rxn07049
	rxn07051
R06124	rxn07053
R06131	rxn07054
R06133	rxn07055
R06134	rxn07056
R06137	rxn07058
R06138	rxn07059
	rxn07060
	rxn07061
	rxn07062
	rxn07063
	rxn07064
	rxn07066
R06178	rxn07070
	rxn07075
	rxn07077
	rxn07078
	rxn07085
	rxn07086
	rxn07087
	rxn07088
	rxn07089
	rxn07090
	rxn07093
	rxn07094
	rxn07095
R06306	rxn07097
R06361	rxn07098
R06363	rxn07099
R06364	rxn07100
R06367	rxn07101
R06368	rxn07102
R06370	rxn07103
R06373	rxn07104
R06401	rxn07105
R06402	rxn07106
R06403	rxn07107
R06517	rxn07108
R06519	rxn07109
R06527	rxn07110
R06544	rxn07111
R06545	rxn07112
R06546	rxn07113
R06550	rxn07114
R06557	rxn07115
R06559	rxn07116
R06565	rxn07117
R06582	rxn07118
	rxn07119
	rxn07120
	rxn07121
R06620	rxn07122
	rxn07123
	rxn07124
R06635	rxn07125
R06636	rxn07126
R06637	rxn07127
R06638	rxn07128
R06639	rxn07129
R06640	rxn07130
R06641	rxn07131
R06642	rxn07132
R06643	rxn07133
R06644	rxn07134
R06645	rxn07135
R06646	rxn07136
R06647	rxn07137
R06648	rxn07138
R06650	rxn07139
R06675	rxn07140
R06676	rxn07141
R06678	rxn07142
R06699	rxn07143
R06705	rxn07144
R06707	rxn07145
R06710	rxn07146
R06711	rxn07147
