pw_ID	pw_name	KO	EC	Reaction
map00040	Pentose and glucuronate interconversions	['K09988']	[' 5.3.1.15']	['R01898']
map00040	Pentose and glucuronate interconversions	['K22397']	[' 4.1.2.28']	['R01782']
map00040	Pentose and glucuronate interconversions	['K14275', 'K22186', 'K22396']	[' 4.2.1.82']	['R02429']
map00040	Pentose and glucuronate interconversions	['K00880']	[' 2.7.1.53']	['R01901']
map00040	Pentose and glucuronate interconversions	['K01820']	[]	['R01906']
map00040	Pentose and glucuronate interconversions	['K05351']	['K05351 (E1.1.1.9)', ' 1.1.1.9']	['R01896']
map00040	Pentose and glucuronate interconversions	['K01805']	[' 5.3.1.5']	['R01432']
map00040	Pentose and glucuronate interconversions	['K14274']	[' 3.1.1.110']	['R02427']
map00040	Pentose and glucuronate interconversions	['K00011']	[' 1.1.1.21']	['R01758', 'R01759']
map00040	Pentose and glucuronate interconversions	['K25880']	[' 1.1.1.12']	['R01903']
map00040	Pentose and glucuronate interconversions	['K03331', 'K25879']	[' 1.1.1.10']	['R01904']
map00040	Pentose and glucuronate interconversions	['K00011']	[' 1.1.1.21']	['R01431']
map00040	Pentose and glucuronate interconversions	['K22185']	[' 1.1.1.175']	['R01429']
map00040	Pentose and glucuronate interconversions	['K13247']	[' 1.1.1.45']	['R02640']
map00040	Pentose and glucuronate interconversions	['K00963']	[' 2.7.7.9']	['R00289']
map00040	Pentose and glucuronate interconversions	['K00699']	[' 2.4.1.17']	['R01383']
map00040	Pentose and glucuronate interconversions	['K00012']	[' 1.1.1.22']	['R00286']
map00040	Pentose and glucuronate interconversions	['K16190']	[' 2.7.1.43']	['R01476']
map00040	Pentose and glucuronate interconversions	['K12447']	[' 2.7.7.64']	['R01381']
map00040	Pentose and glucuronate interconversions	['K01812']	[' 5.3.1.12']	['R01482']
map00040	Pentose and glucuronate interconversions	['K00040']	[' 1.1.1.57']	['R02454']
map00040	Pentose and glucuronate interconversions	['K01686', 'K08323']	[' 4.2.1.8']	['R05606']
map00040	Pentose and glucuronate interconversions	['K01685', 'K16849', 'K16850']	[' 4.2.1.7']	['R01540']
map00040	Pentose and glucuronate interconversions	['K01812']	[' 5.3.1.12']	['R01983']
map00040	Pentose and glucuronate interconversions	['K00041']	[' 1.1.1.58']	['R02555']
map00040	Pentose and glucuronate interconversions	['K08092']	[' 1.1.1.130']	['R02637', 'R02639']
map00040	Pentose and glucuronate interconversions	['K01213', 'K22933']	['K01213 (E3.2.1.67)', ' 3.2.1.67']	['R07413']
map00040	Pentose and glucuronate interconversions	['K01184']	['K01184 (E3.2.1.15)', ' 3.2.1.15']	['R02360']
map00040	Pentose and glucuronate interconversions	['K01051']	['K01051 (E3.1.1.11)', ' 3.1.1.11']	['R02362']
map00040	Pentose and glucuronate interconversions	['K22539', 'K01728', 'K19551']	[' 4.2.2.2']	['R02361']
map00040	Pentose and glucuronate interconversions	['K01730']	[' 4.2.2.6']	['R04382']
map00040	Pentose and glucuronate interconversions	['K01815']	[' 5.3.1.17']	['R04383']
map00040	Pentose and glucuronate interconversions	['K00065']	[' 1.1.1.127']	['R01542']
map00040	Pentose and glucuronate interconversions	['K00848']	[' 2.7.1.5']	['R01902']
map00040	Pentose and glucuronate interconversions	['K01629']	[' 4.1.2.19']	['R01785']
map00040	Pentose and glucuronate interconversions	['K01731', 'K22994']	[' 4.2.2.9']	['R02361']
map00040	Pentose and glucuronate interconversions	['K00078', 'K14273']	[' 1.1.1.179']	['R01430']
map00040	Pentose and glucuronate interconversions	['K17738']	[' 1.1.1.250']	['R07134']
map00040	Pentose and glucuronate interconversions	['K17818']	[' 1.1.1.287']	['R07143']
map00040	Pentose and glucuronate interconversions	['K17818']	[' 1.1.1.287']	['R07144']
map00040	Pentose and glucuronate interconversions	['K18107']	[' 1.1.1.372']	['R10563']
map00040	Pentose and glucuronate interconversions	['K18102']	[' 4.2.1.146']	['R10532']
map00040	Pentose and glucuronate interconversions	['K18103']	[' 4.1.2.54']	['R10550']
map00040	Pentose and glucuronate interconversions	['K18106']	[]	['R07676', 'R10565']
map00040	Pentose and glucuronate interconversions	['K17743', 'K26066']	[' 1.1.1.307']	['R01431', 'R09477']
map00040	Pentose and glucuronate interconversions	['K00008']	[' 1.1.1.14']	['R01896']
map00040	Pentose and glucuronate interconversions	['K00002']	[' 1.1.1.2']	['R01481']
map00040	Pentose and glucuronate interconversions	['K08322']	[' 1.1.1.380']	['R10848']
map00040	Pentose and glucuronate interconversions	['K14259']	[' 4.2.1.141']	['R09186']
map00040	Pentose and glucuronate interconversions	['K13877', 'K19588']	[' 1.2.1.26']	['R00264']
map00040	Pentose and glucuronate interconversions	['K19634']	[' 1.1.1.365']	['R07676']
map00040	Pentose and glucuronate interconversions	['K00594']	[' 1.1.3.41']	['R07152']
map00040	Pentose and glucuronate interconversions	['K21619']	[' 5.1.2.7']	['R11624']
map00040	Pentose and glucuronate interconversions	['K05352', 'K21681']	[' 1.1.1.405']	['R01525']
map00040	Pentose and glucuronate interconversions	['K22187']	[]	['R11768']
map00040	Pentose and glucuronate interconversions	['K24442']	[' 1.1.1.424']	['R12643']
map00040	Pentose and glucuronate interconversions	['K24443']	[' 3.1.1.68']	['R02428']
map00040	Pentose and glucuronate interconversions	['K01818']	[' 5.3.1.3']	['R01577']
map00040	Pentose and glucuronate interconversions	['K00879']	[' 2.7.1.51']	['R12695']
map00040	Pentose and glucuronate interconversions	['K01628']	[' 4.1.2.17']	['R12696']
map00040	Pentose and glucuronate interconversions	['K25881', 'K26066']	[]	['R01758', 'R01759']
map00051	Fructose and mannose metabolism	['K02768', 'K02769', 'K02770', 'K11194', 'K11195', 'K11196', 'K02771']	[' 2.7.1.202']	['R03232']
map00051	Fructose and mannose metabolism	['K08261']	['K08261 (E1.1.99.21)', ' 1.1.99.21']	['R02925']
map00051	Fructose and mannose metabolism	['K00011']	[' 1.1.1.21']	['R01787']
map00051	Fructose and mannose metabolism	['K00008']	[' 1.1.1.14']	['R00875']
map00051	Fructose and mannose metabolism	['K01805']	[' 5.3.1.5']	['R00878']
map00051	Fructose and mannose metabolism	['K00846']	[' 2.7.1.3']	['R00866']
map00051	Fructose and mannose metabolism	['K00007']	[' 1.1.1.11']	['R00868']
map00051	Fructose and mannose metabolism	['K00045']	['K00045 (E1.1.1.67)', ' 1.1.1.67']	['R00868']
map00051	Fructose and mannose metabolism	['K19270', 'K24204']	[' 3.1.3.22']	['R02167']
map00051	Fructose and mannose metabolism	['K02798', 'K02800']	[' 2.7.1.197']	['R02704']
map00051	Fructose and mannose metabolism	['K01218', 'K19355']	[' 3.2.1.78']	['R01332']
map00051	Fructose and mannose metabolism	['K00844']	[' 2.7.1.1']	['R01326']
map00051	Fructose and mannose metabolism	['K02793', 'K02794', 'K02795', 'K02796', 'K25814']	[' 2.7.1.191']	['R02630']
map00051	Fructose and mannose metabolism	['K00844']	[' 2.7.1.1']	['R00867']
map00051	Fructose and mannose metabolism	['K00847']	['K00847 (E2.7.1.4)', ' 2.7.1.4']	['R00867']
map00051	Fructose and mannose metabolism	['K14634', 'K19028', 'K19029', 'K01103', 'K19030']	[' 3.1.3.46']	['R02731']
map00051	Fructose and mannose metabolism	['K00900']	['K00900 (E2.7.1.105)', ' 2.7.1.105']	['R02732']
map00051	Fructose and mannose metabolism	['K00009']	[' 1.1.1.17']	['R02703']
map00051	Fructose and mannose metabolism	['K01809', 'K15916', 'K16011']	[' 5.3.1.8']	['R01819']
map00051	Fructose and mannose metabolism	['K17497', 'K01840', 'K15778', 'K16881', 'K16881']	[' 5.4.2.8']	['R01818']
map00051	Fructose and mannose metabolism	['K00976']	[' 2.7.7.30']	['R01951']
map00051	Fructose and mannose metabolism	['K02377']	[' 1.1.1.271']	['R05692']
map00051	Fructose and mannose metabolism	['K01711']	[' 4.2.1.47']	['R00888']
map00051	Fructose and mannose metabolism	['K00966', 'K00971', 'K16011', 'K16881', 'K16881']	[' 2.7.7.13']	['R00885']
map00051	Fructose and mannose metabolism	['K00068']	[' 1.1.1.140']	['R05607']
map00051	Fructose and mannose metabolism	['K02781', 'K02782', 'K02783']	[' 2.7.1.198']	['R05820']
map00051	Fructose and mannose metabolism	['K24182', 'K00850', 'K16370', 'K21071']	[' 2.7.1.11']	['R04779']
map00051	Fructose and mannose metabolism	['K00895', 'K21071']	[' 2.7.1.90']	['R02073']
map00051	Fructose and mannose metabolism	['K01729']	[' 4.2.2.3']	['R03706']
map00051	Fructose and mannose metabolism	['K19290', 'K19291']	[' 2.4.1.33']	['R08692']
map00051	Fructose and mannose metabolism	['K00882']	[' 2.7.1.56']	['R02071']
map00051	Fructose and mannose metabolism	['K01803']	[' 5.3.1.1']	['R01015']
map00051	Fructose and mannose metabolism	['K01623', 'K01624', 'K01622', 'K01622', 'K11645', 'K16305', 'K16305', 'K16306', 'K16306']	[' 4.1.2.13']	['R02568']
map00051	Fructose and mannose metabolism	['K00863']	[' 2.7.1.28']	['R01059']
map00051	Fructose and mannose metabolism	['K01623', 'K01624', 'K01622', 'K01622', 'K11645', 'K16305', 'K16305', 'K16306', 'K16306']	[' 4.1.2.13']	['R01070']
map00051	Fructose and mannose metabolism	['K01813', 'K01820']	[' 5.3.1.14']	['R02437']
map00051	Fructose and mannose metabolism	['K00848']	[' 2.7.1.5']	['R03014']
map00051	Fructose and mannose metabolism	['K18337']	[' 1.1.1.173']	['R03942']
map00051	Fructose and mannose metabolism	['K01629']	[' 4.1.2.19']	['R02263']
map00051	Fructose and mannose metabolism	['K18338']	[' 3.1.1.65']	['R03772']
map00051	Fructose and mannose metabolism	['K12661']	[' 4.2.1.90']	['R03774']
map00051	Fructose and mannose metabolism	['K12660', 'K18339']	[' 4.1.2.53']	['R02261']
map00051	Fructose and mannose metabolism	['K03841', 'K02446', 'K11532', 'K01086', 'K04041', 'K01622', 'K01622']	[' 3.1.3.11']	['R04780']
map00051	Fructose and mannose metabolism	['K00066']	[' 1.1.1.132']	['R00880']
map00051	Fructose and mannose metabolism	['K18447']	[' 3.6.1.21']	['R02677']
map00051	Fructose and mannose metabolism	['K19956']	[]	['R03234']
map00051	Fructose and mannose metabolism	['K02812', 'K02813', 'K02814', 'K02815']	[' 2.7.1.206']	['R04076']
map00051	Fructose and mannose metabolism	['K05305']	[' 2.7.1.52']	['R03161']
map00051	Fructose and mannose metabolism	['K15856']	[' 1.1.1.281']	['R03397', 'R03399']
map00051	Fructose and mannose metabolism	['K22252']	[' 1.1.1.135']	['R03396', 'R03398']
map00051	Fructose and mannose metabolism	['K00879']	[' 2.7.1.51']	['R03241']
map00051	Fructose and mannose metabolism	['K01628']	[' 4.1.2.17']	['R02262']
map00051	Fructose and mannose metabolism	['K01818']	[' 5.3.1.25']	['R03163']
map00051	Fructose and mannose metabolism	['K03332']	[' 3.2.1.80']	['R00879']
map00051	Fructose and mannose metabolism	['K17195']	[]	['R09031']
map00051	Fructose and mannose metabolism	['K01808']	[' 5.3.1.6']	['R09030']
map00051	Fructose and mannose metabolism	['K00881']	[' 2.7.1.55']	['R03576']
map00051	Fructose and mannose metabolism	['K00064']	['K00064 (E1.1.1.122)', ' 1.1.1.122']	['R08926']
map00051	Fructose and mannose metabolism	['K07046']	['K07046 (E3.1.1.120)', ' 3.1.1.120']	['R10689']
map00051	Fructose and mannose metabolism	['K18334']	[' 4.2.1.68']	['R03688']
map00051	Fructose and mannose metabolism	['K18335']	['K18335 (E1.1.1.434)', ' 1.1.1.434']	['R10690']
map00051	Fructose and mannose metabolism	['K18336']	[' 3.7.1.26']	['R10691']
map00051	Fructose and mannose metabolism	['K05947']	['K05947 (E2.4.1.217)', ' 2.4.1.217']	['R05768']
map00051	Fructose and mannose metabolism	['K07026']	['K07026 (E3.1.3.70)', ' 3.1.3.70']	['R05790']
map00051	Fructose and mannose metabolism	['K18818']	[' 2.4.1.269']	['R09666']
map00051	Fructose and mannose metabolism	['K18337']	[' 1.1.1.377']	['R10788']
map00051	Fructose and mannose metabolism	['K18337']	[' 1.1.1.378']	['R10788', 'R10995']
map00051	Fructose and mannose metabolism	['K17742', 'K19633']	[' 1.1.1.289']	['R07346']
map00051	Fructose and mannose metabolism	['K01795']	[' 5.1.3.37']	['R08693']
map00051	Fructose and mannose metabolism	['K00594']	[' 1.1.3.41']	['R11620']
map00051	Fructose and mannose metabolism	['K21883']	[' 1.1.1.401']	['R11339']
map00051	Fructose and mannose metabolism	['K18333']	['K18333 (E1.1.1.435)', ' 1.1.1.435']	['R13105']
map00052	Galactose metabolism	['K00094']	['K00094 (E1.1.1.251)', ' 1.1.1.251']	['R05571']
map00052	Galactose metabolism	['K02773', 'K02774', 'K02775']	[' 2.7.1.200']	['R05570']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R03634']
map00052	Galactose metabolism	['K00917']	[' 2.7.1.144']	['R03236']
map00052	Galactose metabolism	['K00850', 'K16370', 'K21071']	[' 2.7.1.11']	['R03236', 'R03237', 'R03238', 'R03239']
map00052	Galactose metabolism	['K01635', 'K08302', 'K16371']	[' 4.1.2.40']	['R01069']
map00052	Galactose metabolism	['K01631']	[' 4.1.2.21']	['R01064']
map00052	Galactose metabolism	['K01220']	['K01220 (E3.2.1.85)', ' 3.2.1.85']	['R03256']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R05549']
map00052	Galactose metabolism	['K01193']	[' 3.2.1.26']	['R03635']
map00052	Galactose metabolism	['K06611']	['K06611 (E2.4.1.67)', ' 2.4.1.67']	['R03418']
map00052	Galactose metabolism	['K12047', 'K01187', 'K12316', 'K12317']	[' 3.2.1.20']	['R00801']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R01103']
map00052	Galactose metabolism	['K01193']	[' 3.2.1.26']	['R02410']
map00052	Galactose metabolism	['K02786', 'K02788']	[' 2.7.1.207']	['R04393']
map00052	Galactose metabolism	['K00011']	[' 1.1.1.21']	['R01093', 'R01095']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R01104']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R01329']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R02926']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R01194']
map00052	Galactose metabolism	['K00845', 'K25026', 'K12407']	[' 2.7.1.2']	['R01786']
map00052	Galactose metabolism	['K00844']	[' 2.7.1.1']	['R01786']
map00052	Galactose metabolism	['K01229']	[' 3.2.1.108']	['R01678']
map00052	Galactose metabolism	['K01190', 'K12111', 'K12112', 'K12309']	[' 3.2.1.23']	['R01678']
map00052	Galactose metabolism	['K01835', 'K15779', 'K15778']	[' 5.4.2.2']	['R00959']
map00052	Galactose metabolism	['K00704', 'K07966', 'K07967']	[' 2.4.1.22']	['R00503']
map00052	Galactose metabolism	['K01784', 'K17716']	[' 5.1.3.2']	['R00291']
map00052	Galactose metabolism	['K00963']	[' 2.7.7.9']	['R00289']
map00052	Galactose metabolism	['K00883']	[' 2.7.1.58']	['R03387']
map00052	Galactose metabolism	['K01684']	[' 4.2.1.6']	['R03033']
map00052	Galactose metabolism	['K00035', 'K22215']	[' 1.1.1.48']	['R01094', 'R01097']
map00052	Galactose metabolism	['K06617']	['K06617 (E2.4.1.82)', ' 2.4.1.82']	['R02411']
map00052	Galactose metabolism	['K18819']	[' 2.4.1.123']	['R01192']
map00052	Galactose metabolism	['K01190', 'K12308']	[' 3.2.1.23']	['R01105']
map00052	Galactose metabolism	['K21620']	[' 1.1.1.16']	['R02928']
map00052	Galactose metabolism	['K21621']	[' 2.7.1.101']	['R02927']
map00052	Galactose metabolism	['K22215']	[' 1.1.1.120']	['R01097']
map00052	Galactose metabolism	['K04618']	[' 1.1.3.9']	['R01098']
map00052	Galactose metabolism	['K01084']	[' 3.1.3.9']	['R01788']
map00052	Galactose metabolism	['K01819']	['K01819 (E5.3.1.26)', ' 5.3.1.26']	['R03240']
map00052	Galactose metabolism	['K02744', 'K02745', 'K02746', 'K02747']	[]	['R08366']
map00052	Galactose metabolism	['K02079']	[' 3.5.1.25']	['R05168']
map00052	Galactose metabolism	['K02082']	[]	['R08365']
map00052	Galactose metabolism	['K02744', 'K10984', 'K10985', 'K10986']	[]	['R08367']
map00052	Galactose metabolism	['K01189', 'K07406', 'K07407']	[' K07407 (E3.2.1.22B)', ' 3.2.1.22']	['R01101']
map00052	Galactose metabolism	['K01182', 'K01203']	[' 3.2.1.10']	['R00801']
map00052	Galactose metabolism	['K18127']	[' 4.1.2.51']	['R10616']
map00052	Galactose metabolism	['K11395']	[' 4.1.2.55']	['R01064']
map00052	Galactose metabolism	['K05308']	[' 4.2.1.140']	['R03033']
map00052	Galactose metabolism	['K11395']	[' 4.1.2.55']	['R10616']
map00052	Galactose metabolism	['K18126']	[' 2.7.1.178']	['R03387']
map00052	Galactose metabolism	['K18124']	[' 1.1.1.360']	['R01096']
map00052	Galactose metabolism	['K18125']	[' 1.1.1.359']	['R01096', 'R08544']
map00052	Galactose metabolism	['K00849']	[' 2.7.1.6']	['R01092']
map00052	Galactose metabolism	['K01785']	[' 5.1.3.3']	['R10619']
map00052	Galactose metabolism	['K01854']	[' 5.4.99.9']	['R00505']
map00052	Galactose metabolism	['K12447']	[' 2.7.7.64']	['R00502']
map00052	Galactose metabolism	['K21622']	[' 5.1.3.40']	['R11623']
map00052	Galactose metabolism	['K00965']	[' 2.7.7.12']	['R00955']
map00053	Ascorbate and aldarate metabolism	['K25260']	[' 4.2.1.176']	['R12761']
map00053	Ascorbate and aldarate metabolism	['K19642']	[' 1.1.1.365']	['R07676']
map00053	Ascorbate and aldarate metabolism	['K00064']	['K00064 (E1.1.1.122)', ' 1.1.1.122']	['R07675']
map00053	Ascorbate and aldarate metabolism	['K10047', 'K18649']	[' 3.1.3.93']	['R07674']
map00053	Ascorbate and aldarate metabolism	['K14190']	[' 2.7.7.69']	['R07678']
map00053	Ascorbate and aldarate metabolism	['K10046']	[' 5.1.3.18']	['R07673']
map00053	Ascorbate and aldarate metabolism	['K10046']	[' 5.1.3.18']	['R00889']
map00053	Ascorbate and aldarate metabolism	['K10046']	[' 5.1.3.18']	['R07672']
map00053	Ascorbate and aldarate metabolism	['K00469']	[' 1.13.99.1']	['R01184']
map00053	Ascorbate and aldarate metabolism	['K16190']	[' 2.7.1.43']	['R01476']
map00053	Ascorbate and aldarate metabolism	['K00012']	[' 1.1.1.22']	['R00286']
map00053	Ascorbate and aldarate metabolism	['K01053']	[' 3.1.1.17']	['R02933']
map00053	Ascorbate and aldarate metabolism	['K00225']	[' 1.3.2.3']	['R00640']
map00053	Ascorbate and aldarate metabolism	['K00699']	[' 2.4.1.17']	['R08615']
map00053	Ascorbate and aldarate metabolism	['K12447']	[' 2.7.7.64']	['R01381']
map00053	Ascorbate and aldarate metabolism	['K17744']	[' 1.1.1.316']	['R07675']
map00053	Ascorbate and aldarate metabolism	['K00128', 'K14085', 'K00149']	[' 1.2.1.3']	['R02957']
map00053	Ascorbate and aldarate metabolism	['K01630']	[' 4.1.2.20']	['R03277']
map00053	Ascorbate and aldarate metabolism	['K01706']	[' 4.2.1.40']	['R02752']
map00053	Ascorbate and aldarate metabolism	['K01630']	[' 4.1.2.20']	['R02754']
map00053	Ascorbate and aldarate metabolism	['K01708', 'K20023']	[' 4.2.1.42']	['R05608']
map00053	Ascorbate and aldarate metabolism	['K01707']	[' 4.2.1.41']	['R02279']
map00053	Ascorbate and aldarate metabolism	['K13877', 'K19588']	[' 1.2.1.26']	['R00264']
map00053	Ascorbate and aldarate metabolism	['K13876']	[' 4.2.1.43']	['R02278']
map00053	Ascorbate and aldarate metabolism	['K13875']	[' 4.2.1.25']	['R02522']
map00053	Ascorbate and aldarate metabolism	['K01706']	[' 4.2.1.40']	['R08056']
map00053	Ascorbate and aldarate metabolism	['K13874', 'K24443']	[' 3.1.1.15']	['R02526']
map00053	Ascorbate and aldarate metabolism	['K18981']	[' 1.1.1.203']	['R10841']
map00053	Ascorbate and aldarate metabolism	['K18983']	[' 5.5.1.27']	['R10847']
map00053	Ascorbate and aldarate metabolism	['K18982']	[' 5.4.1.4']	['R10846']
map00053	Ascorbate and aldarate metabolism	['K00103']	[' 1.1.3.8']	['R03184']
map00053	Ascorbate and aldarate metabolism	['K00880']	[' 2.7.1.53']	['R07127']
map00053	Ascorbate and aldarate metabolism	['K08092']	[' 1.1.1.130']	['R02637', 'R02639']
map00053	Ascorbate and aldarate metabolism	['K02821', 'K02822', 'K03475']	[' 2.7.1.194']	['R07671']
map00053	Ascorbate and aldarate metabolism	['K03476']	[]	['R07677']
map00053	Ascorbate and aldarate metabolism	['K00225']	[' 1.3.2.3']	['R07679']
map00053	Ascorbate and aldarate metabolism	['K21888']	[' 1.8.5.1']	['R01108']
map00053	Ascorbate and aldarate metabolism	['K00434']	['K00434 (E1.11.1.11)', ' 1.11.1.11']	['R09540']
map00053	Ascorbate and aldarate metabolism	['K00423']	['K00423 (E1.10.3.3)', ' 1.10.3.3']	['R00068']
