pw_ID	pw_name	KO	EC	Reaction
map04744	Phototransduction	['K19627']	[]	[]
map04744	Phototransduction	['K19627']	[]	[]
map04744	Phototransduction	['K00909']	[]	[]
map04744	Phototransduction	['K19627']	[]	[]
map04744	Phototransduction	['K13765']	[]	[]
map04744	Phototransduction	['K13765']	[]	[]
map04744	Phototransduction	['K02183']	[]	[]
map04744	Phototransduction	['K02183']	[]	[]
map04745	Phototransduction - fly	['K04967']	[]	[]
map04745	Phototransduction - fly	['K13802']	[]	[]
map04745	Phototransduction - fly	['K13802']	[]	[]
map04745	Phototransduction - fly	['K05858']	[]	[]
map04745	Phototransduction - fly	['K04634', 'K07972', 'K04547']	[]	[]
map04745	Phototransduction - fly	['K04634', 'K07972', 'K04547']	[]	[]
map04745	Phototransduction - fly	['K05858']	[]	[]
map04745	Phototransduction - fly	['K13803']	[]	[]
map04745	Phototransduction - fly	['K13803']	[]	[]
map04745	Phototransduction - fly	['K04967']	[]	[]
map04745	Phototransduction - fly	['K05692']	[]	[]
map04745	Phototransduction - fly	['K05692']	[]	[]
map04745	Phototransduction - fly	['K02677']	[]	[]
map04745	Phototransduction - fly	['K02677']	[]	[]
map04745	Phototransduction - fly	['K13804']	[]	[]
map04745	Phototransduction - fly	['K08834']	[]	[]
map04745	Phototransduction - fly	['K13804']	[]	[]
map04745	Phototransduction - fly	['K08834']	[]	[]
map04745	Phototransduction - fly	['K02183']	[]	[]
map04745	Phototransduction - fly	['K02183']	[]	[]
map04745	Phototransduction - fly	['K04958']	[]	[]
map04745	Phototransduction - fly	['K13805']	[]	[]
map04745	Phototransduction - fly	['K13802']	[]	[]
map04745	Phototransduction - fly	['K13802']	[]	[]
map04745	Phototransduction - fly	['K00910']	[]	[]
map04745	Phototransduction - fly	['K00910']	[]	[]
map04745	Phototransduction - fly	['K13805']	[]	[]
map04745	Phototransduction - fly	['K13807']	[]	[]
map04745	Phototransduction - fly	['K13805']	[]	[]
map04745	Phototransduction - fly	['K04515']	[]	[]
map04745	Phototransduction - fly	['K04958']	[]	[]
map04745	Phototransduction - fly	['K13805']	[]	[]
map04745	Phototransduction - fly	['K13806']	[]	[]
map04740	Olfactory transduction	['K04633', 'K04536', 'K04543', 'K04547']	[]	[]
map04740	Olfactory transduction	['K08043']	[]	[]
map04740	Olfactory transduction	['K04257']	[]	[]
map04740	Olfactory transduction	['K04949', 'K04951', 'K04952']	[]	[]
map04740	Olfactory transduction	['K19497']	[]	[]
map04740	Olfactory transduction	['K12321']	[]	[]
map04740	Olfactory transduction	['K04950']	[]	[]
map04740	Olfactory transduction	['K07376', 'K19477']	[]	[]
map04740	Olfactory transduction	['K04515']	[]	[]
map04740	Olfactory transduction	['K04633', 'K04536', 'K04543', 'K04547']	[]	[]
map04740	Olfactory transduction	['K02183']	[]	[]
map04740	Olfactory transduction	['K13755']	[]	[]
map04740	Olfactory transduction	['K04345']	[]	[]
map04740	Olfactory transduction	['K08043']	[]	[]
map04740	Olfactory transduction	['K04257']	[]	[]
map04740	Olfactory transduction	['K04439']	[]	[]
map04740	Olfactory transduction	['K00910']	[]	[]
map04740	Olfactory transduction	['K05849', 'K13752']	[]	[]
map04740	Olfactory transduction	['K12321']	[]	[]
map04740	Olfactory transduction	['K04950']	[]	[]
map04740	Olfactory transduction	['K04949', 'K04951', 'K04952']	[]	[]
map04740	Olfactory transduction	['K07376', 'K19477']	[]	[]
map04740	Olfactory transduction	['K18283']	[]	[]
map04740	Olfactory transduction	['K19695']	[]	[]
map04740	Olfactory transduction	['K18154']	[]	[]
map04742	Taste transduction	['K04980']	[]	[]
map04742	Taste transduction	['K04625']	[]	[]
map04742	Taste transduction	['K05858']	[]	[]
map04742	Taste transduction	['K04960']	[]	[]
map04742	Taste transduction	['K04834', 'K04836', 'K04841']	[]	[]
map04742	Taste transduction	['K13755']	[]	[]
map04742	Taste transduction	['K04344', 'K04850']	[]	[]
map04742	Taste transduction	['K04989']	[]	[]
map04742	Taste transduction	['K04834', 'K04957']	[]	[]
map04742	Taste transduction	['K19738']	[]	[]
map04742	Taste transduction	['K04824', 'K04825', 'K04827']	[]	[]
map04742	Taste transduction	['K01509']	[]	[]
map04742	Taste transduction	['K08474']	[]	[]
map04742	Taste transduction	['K04624']	[]	[]
map04742	Taste transduction	['K04603', 'K04607']	[]	[]
map04742	Taste transduction	['K04626']	[]	[]
map04742	Taste transduction	['K04626']	[]	[]
map04742	Taste transduction	['K04271']	[]	[]
map04742	Taste transduction	['K04916']	[]	[]
map04742	Taste transduction	['K05216']	[]	[]
map04742	Taste transduction	['K04828']	[]	[]
map04742	Taste transduction	['K04990']	[]	[]
map04742	Taste transduction	['K04270']	[]	[]
map04742	Taste transduction	['K05175']	[]	[]
map04742	Taste transduction	['K04615']	[]	[]
map04742	Taste transduction	['K04153']	[]	[]
map04742	Taste transduction	['K05216']	[]	[]
map04742	Taste transduction	['K05217']	[]	[]
map04742	Taste transduction	['K04131']	[]	[]
map04742	Taste transduction	['K04819']	[]	[]
map04742	Taste transduction	['K08044', 'K08046', 'K08048']	[]	[]
map04742	Taste transduction	['K04345']	[]	[]
map04742	Taste transduction	['K19729', 'K07825', 'K04547']	[]	[]
map04742	Taste transduction	['K19729', 'K07825', 'K04547']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04269']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K03915', 'K03916']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04157']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04149']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04259', 'K04261']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05222']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04829', 'K04828', 'K04830', 'K04831', 'K04832']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04386', 'K04723']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K03176']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04519']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05451', 'K02582']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04634']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K16342', 'K16343']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05858']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K00458']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04632']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K08041', 'K08042', 'K08043', 'K08044', 'K08045', 'K08046', 'K08047', 'K08048', 'K08049']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K18050']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04345']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04515']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04441', 'K04440']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K01116', 'K05859']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K00922', 'K02649']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K18050']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K06068']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05704']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05222']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04958', 'K04959', 'K04960']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04984']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K16342', 'K16343']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K07413', 'K07418', 'K07425']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04973']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04983']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K06269']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K16342', 'K16343']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05222']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04971']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04972']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04973']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04983']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04984']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05459']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04234']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04634']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K05858']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K02677', 'K19662', 'K19663', 'K06068', 'K18050', 'K18051', 'K18052']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K02183']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K04432', 'K04433']	[]	[]
map04750	Inflammatory mediator regulation of TRP channels	['K03898']	[]	[]
map04320	Dorso-ventral axis formation	['K03102']	[]	[]
map04320	Dorso-ventral axis formation	['K03102']	[]	[]
map04320	Dorso-ventral axis formation	['K02098']	[]	[]
map04320	Dorso-ventral axis formation	['K02184']	[]	[]
map04320	Dorso-ventral axis formation	['K02524']	[]	[]
map04320	Dorso-ventral axis formation	['K02156']	[]	[]
map04320	Dorso-ventral axis formation	['K02602']	[]	[]
map04320	Dorso-ventral axis formation	['K02360']	[]	[]
map04320	Dorso-ventral axis formation	['K02177']	[]	[]
map04320	Dorso-ventral axis formation	['K02447']	[]	[]
map04320	Dorso-ventral axis formation	['K02175']	[]	[]
map04320	Dorso-ventral axis formation	['K02359']	[]	[]
map04320	Dorso-ventral axis formation	['K02599', 'K20994', 'K20995', 'K20996']	[]	[]
map04320	Dorso-ventral axis formation	['K23461']	[]	[]
map04320	Dorso-ventral axis formation	['K02174']	[]	[]
map04320	Dorso-ventral axis formation	['K02215']	[]	[]
map04320	Dorso-ventral axis formation	['K03211']	[]	[]
map04320	Dorso-ventral axis formation	['K02678']	[]	[]
map04320	Dorso-ventral axis formation	['K04371']	[]	[]
map04320	Dorso-ventral axis formation	['K04368']	[]	[]
map04320	Dorso-ventral axis formation	['K04365']	[]	[]
map04320	Dorso-ventral axis formation	['K07827']	[]	[]
map04320	Dorso-ventral axis formation	['K03099']	[]	[]
map04320	Dorso-ventral axis formation	['K04364']	[]	[]
map04320	Dorso-ventral axis formation	['K02447']	[]	[]
map04320	Dorso-ventral axis formation	['K04361']	[]	[]
map04320	Dorso-ventral axis formation	['K02104']	[]	[]
map04360	Axon guidance	['K06093']	[]	[]
map04360	Axon guidance	['K04237']	[]	[]
map04360	Axon guidance	['K04630']	[]	[]
map04360	Axon guidance	['K04630']	[]	[]
map04360	Axon guidance	['K04189']	[]	[]
map04360	Axon guidance	['K04371']	[]	[]
map04360	Axon guidance	['K04392', 'K07860', 'K07861']	[]	[]
map04360	Axon guidance	['K04392', 'K07860', 'K07861']	[]	[]
map04360	Axon guidance	['K04392', 'K07860', 'K07861']	[]	[]
map04360	Axon guidance	['K06765']	[]	[]
map04360	Axon guidance	['K17332', 'K17333', 'K17334']	[]	[]
map04360	Axon guidance	['K04348', 'K06268']	[]	[]
map04360	Axon guidance	['K07522']	[]	[]
map04360	Axon guidance	['K06845']	[]	[]
map04360	Axon guidance	['K06850']	[]	[]
map04360	Axon guidance	['K06839']	[]	[]
map04360	Axon guidance	['K06838']	[]	[]
map04360	Axon guidance	['K05725']	[]	[]
map04360	Axon guidance	['K04393']	[]	[]
map04360	Axon guidance	['K04514', 'K17388']	[]	[]
map04360	Axon guidance	['K04409', 'K04410', 'K05733', 'K05734', 'K05736', 'K05735']	[]	[]
map04360	Axon guidance	['K04513']	[]	[]
map04360	Axon guidance	['K04513']	[]	[]
map04360	Axon guidance	['K05719']	[]	[]
map04360	Axon guidance	['K04352']	[]	[]
map04360	Axon guidance	['K06765']	[]	[]
map04360	Axon guidance	['K04393']	[]	[]
map04360	Axon guidance	['K07365']	[]	[]
map04360	Axon guidance	['K06755']	[]	[]
map04360	Axon guidance	['K04514', 'K17388']	[]	[]
map04360	Axon guidance	['K06753']	[]	[]
map04360	Axon guidance	['K07525']	[]	[]
map04360	Axon guidance	['K04352']	[]	[]
map04360	Axon guidance	['K06619']	[]	[]
map04360	Axon guidance	['K07521']	[]	[]
map04360	Axon guidance	['K04189']	[]	[]
map04360	Axon guidance	['K05102', 'K05103', 'K05104', 'K05105', 'K05106', 'K05107', 'K05108', 'K05109']	[]	[]
map04360	Axon guidance	['K07523']	[]	[]
map04360	Axon guidance	['K06754']	[]	[]
map04360	Axon guidance	['K06844']	[]	[]
map04360	Axon guidance	['K05725']	[]	[]
map04360	Axon guidance	['K05463']	[]	[]
map04360	Axon guidance	['K05110', 'K05111', 'K05112', 'K05113', 'K05114']	[]	[]
map04360	Axon guidance	['K06529']	[]	[]
map04360	Axon guidance	['K05462']	[]	[]
map04360	Axon guidance	['K05703']	[]	[]
map04360	Axon guidance	['K04513']	[]	[]
map04360	Axon guidance	['K06843']	[]	[]
map04360	Axon guidance	['K07524']	[]	[]
map04360	Axon guidance	['K07532']	[]	[]
map04360	Axon guidance	['K05099']	[]	[]
map04360	Axon guidance	['K06572']	[]	[]
map04360	Axon guidance	['K04371']	[]	[]
map04360	Axon guidance	['K06821']	[]	[]
map04360	Axon guidance	['K06820']	[]	[]
map04360	Axon guidance	['K06840']	[]	[]
map04360	Axon guidance	['K06842']	[]	[]
map04360	Axon guidance	['K06521']	[]	[]
map04360	Axon guidance	['K06841']	[]	[]
map04360	Axon guidance	['K07526']	[]	[]
map04360	Axon guidance	['K06724']	[]	[]
map04360	Axon guidance	['K06550']	[]	[]
map04360	Axon guidance	['K04409', 'K04410', 'K05733', 'K05734', 'K05736', 'K05735']	[]	[]
map04360	Axon guidance	['K10031']	[]	[]
map04360	Axon guidance	['K19862']	[]	[]
map04360	Axon guidance	['K16351']	[]	[]
map04360	Axon guidance	['K16359']	[]	[]
map04360	Axon guidance	['K05704']	[]	[]
map04360	Axon guidance	['K02833', 'K07827', 'K07828']	[]	[]
map04360	Axon guidance	['K06225']	[]	[]
map04360	Axon guidance	['K06226']	[]	[]
map04360	Axon guidance	['K02677']	[]	[]
map04360	Axon guidance	['K11988']	[]	[]
map04360	Axon guidance	['K05703', 'K05704']	[]	[]
map04360	Axon guidance	['K06272']	[]	[]
map04360	Axon guidance	['K16621']	[]	[]
map04360	Axon guidance	['K13578']	[]	[]
map04360	Axon guidance	['K04671']	[]	[]
map04360	Axon guidance	['K20013']	[]	[]
map04360	Axon guidance	['K05743']	[]	[]
map04360	Axon guidance	['K02329']	[]	[]
map04360	Axon guidance	['K04515']	[]	[]
map04360	Axon guidance	['K00408']	[]	[]
map04360	Axon guidance	['K05128']	[]	[]
map04360	Axon guidance	['K04964', 'K04966', 'K04967', 'K04968', 'K04969']	[]	[]
map04360	Axon guidance	['K00444']	[]	[]
map04360	Axon guidance	['K00922', 'K02649']	[]	[]
map04360	Axon guidance	['K03083']	[]	[]
map04360	Axon guidance	['K06276']	[]	[]
map04360	Axon guidance	['K04392', 'K07860', 'K07861']	[]	[]
map04360	Axon guidance	['K05703']	[]	[]
map04360	Axon guidance	['K04409', 'K04410', 'K05733', 'K05734', 'K05736', 'K05735']	[]	[]
map04360	Axon guidance	['K07528']	[]	[]
map04360	Axon guidance	['K07530']	[]	[]
map04360	Axon guidance	['K07529']	[]	[]
map04360	Axon guidance	['K07531']	[]	[]
map04360	Axon guidance	['K05743', 'K05744']	[]	[]
map04360	Axon guidance	['K02090']	[]	[]
map04360	Axon guidance	['K07527']	[]	[]
map04360	Axon guidance	['K05765']	[]	[]
map04360	Axon guidance	['K03083']	[]	[]
map04360	Axon guidance	['K04513']	[]	[]
map04360	Axon guidance	['K07531']	[]	[]
map04360	Axon guidance	['K07829']	[]	[]
map04360	Axon guidance	['K04366']	[]	[]
map04360	Axon guidance	['K18952']	[]	[]
map04360	Axon guidance	['K05765']	[]	[]
map04360	Axon guidance	['K04348', 'K06268']	[]	[]
map04360	Axon guidance	['K04964', 'K04966', 'K04967', 'K04968', 'K04969']	[]	[]
map04360	Axon guidance	['K05766']	[]	[]
map04360	Axon guidance	['K05765']	[]	[]
map04360	Axon guidance	['K05746']	[]	[]
map04360	Axon guidance	['K06619']	[]	[]
map04360	Axon guidance	['K05746']	[]	[]
map04360	Axon guidance	['K02329']	[]	[]
map04360	Axon guidance	['K04964', 'K04966', 'K04967', 'K04968', 'K04969']	[]	[]
map04360	Axon guidance	['K01116', 'K05859']	[]	[]
map04360	Axon guidance	['K19862']	[]	[]
map04360	Axon guidance	['K04409', 'K04410', 'K05733', 'K05734', 'K05736', 'K05735']	[]	[]
map04360	Axon guidance	['K04392', 'K07860', 'K07861']	[]	[]
map04360	Axon guidance	['K20020']	[]	[]
map04360	Axon guidance	['K06226']	[]	[]
map04360	Axon guidance	['K04409', 'K04410', 'K05733', 'K05734', 'K05736', 'K05735']	[]	[]
map04360	Axon guidance	['K05725']	[]	[]
map04360	Axon guidance	['K05704']	[]	[]
map04360	Axon guidance	['K05703']	[]	[]
map04360	Axon guidance	['K04393']	[]	[]
map04360	Axon guidance	['K06765']	[]	[]
map04360	Axon guidance	['K05725']	[]	[]
map04360	Axon guidance	['K07293']	[]	[]
map04360	Axon guidance	['K07520']	[]	[]
map04360	Axon guidance	['K06766']	[]	[]
map04360	Axon guidance	['K23096']	[]	[]
map04360	Axon guidance	['K04513']	[]	[]
map04360	Axon guidance	['K04514', 'K17388']	[]	[]
map04360	Axon guidance	['K05725']	[]	[]
map04360	Axon guidance	['K07532']	[]	[]
map04360	Axon guidance	['K12753', 'K12755', 'K12757']	[]	[]
map04360	Axon guidance	['K24609']	[]	[]
map04361	Axon regeneration	['K09408']	[]	[]
map04361	Axon regeneration	['K04527']	[]	[]
map04361	Axon regeneration	['K07203']	[]	[]
map04361	Axon regeneration	['K01110']	[]	[]
map04361	Axon regeneration	['K04851']	[]	[]
map04361	Axon regeneration	['K04422']	[]	[]
map04361	Axon regeneration	['K04430']	[]	[]
map04361	Axon regeneration	['K04441']	[]	[]
map04361	Axon regeneration	['K04443']	[]	[]
map04361	Axon regeneration	['K23479']	[]	[]
map04361	Axon regeneration	['K05099']	[]	[]
map04361	Axon regeneration	['K08049']	[]	[]
map04361	Axon regeneration	['K04345']	[]	[]
map04361	Axon regeneration	['K09442']	[]	[]
map04361	Axon regeneration	['K04163']	[]	[]
map04361	Axon regeneration	['K04632']	[]	[]
map04361	Axon regeneration	['K04346']	[]	[]
map04361	Axon regeneration	['K07532']	[]	[]
map04361	Axon regeneration	['K04513']	[]	[]
map04361	Axon regeneration	['K23489']	[]	[]
map04361	Axon regeneration	['K05099']	[]	[]
map04361	Axon regeneration	['K04417']	[]	[]
map04361	Axon regeneration	['K04431']	[]	[]
map04361	Axon regeneration	['K04440']	[]	[]
map04361	Axon regeneration	['K09031']	[]	[]
map04361	Axon regeneration	['K02599']	[]	[]
map04361	Axon regeneration	['K06704']	[]	[]
map04361	Axon regeneration	['K04505']	[]	[]
map04361	Axon regeneration	['K04505']	[]	[]
map04361	Axon regeneration	['K06839']	[]	[]
map04361	Axon regeneration	['K06754']	[]	[]
map04361	Axon regeneration	['K05110']	[]	[]
map04361	Axon regeneration	['K06843']	[]	[]
map04361	Axon regeneration	['K04688']	[]	[]
map04361	Axon regeneration	['K07198']	[]	[]
map04361	Axon regeneration	['K00901']	[]	[]
map04361	Axon regeneration	['K04422']	[]	[]
map04361	Axon regeneration	['K16980']	[]	[]
map04361	Axon regeneration	['K12035']	[]	[]
map04361	Axon regeneration	['K23480']	[]	[]
map04361	Axon regeneration	['K11593']	[]	[]
map04361	Axon regeneration	['K15528']	[]	[]
map04361	Axon regeneration	['K04534']	[]	[]
map04361	Axon regeneration	['K04634']	[]	[]
map04361	Axon regeneration	['K05858']	[]	[]
map04361	Axon regeneration	['K06068']	[]	[]
map04361	Axon regeneration	['K20105']	[]	[]
map04361	Axon regeneration	['K20106']	[]	[]
map04361	Axon regeneration	['K00922']	[]	[]
map04361	Axon regeneration	['K10693']	[]	[]
map04361	Axon regeneration	['K04459']	[]	[]
map04361	Axon regeneration	['K16336']	[]	[]
map04361	Axon regeneration	['K10393']	[]	[]
map04361	Axon regeneration	['K23439']	[]	[]
map04361	Axon regeneration	['K23487']	[]	[]
map04361	Axon regeneration	['K23488']	[]	[]
map04361	Axon regeneration	['K19862']	[]	[]
map04361	Axon regeneration	['K04392']	[]	[]
map04361	Axon regeneration	['K12494']	[]	[]
map04361	Axon regeneration	['K08268']	[]	[]
map04361	Axon regeneration	['K00502']	[]	[]
map04361	Axon regeneration	['K00502']	[]	[]
map04361	Axon regeneration	['K01593']	[]	[]
map04380	Osteoclast differentiation	['K05090']	[]	[]
map04380	Osteoclast differentiation	['K03175', 'K03173']	[]	[]
map04380	Osteoclast differentiation	['K05147']	[]	[]
map04380	Osteoclast differentiation	['K05473']	[]	[]
map04380	Osteoclast differentiation	['K05453']	[]	[]
map04380	Osteoclast differentiation	['K05148']	[]	[]
map04380	Osteoclast differentiation	['K08601']	[]	[]
map04380	Osteoclast differentiation	['K08091']	[]	[]
map04380	Osteoclast differentiation	['K04466']	[]	[]
map04380	Osteoclast differentiation	['K04467']	[]	[]
map04380	Osteoclast differentiation	['K07210']	[]	[]
map04380	Osteoclast differentiation	['K04467']	[]	[]
map04380	Osteoclast differentiation	['K07209']	[]	[]
map04380	Osteoclast differentiation	['K04734']	[]	[]
map04380	Osteoclast differentiation	['K02580', 'K04735']	[]	[]
map04380	Osteoclast differentiation	['K04427']	[]	[]
map04380	Osteoclast differentiation	['K04403', 'K04404']	[]	[]
map04380	Osteoclast differentiation	['K04433']	[]	[]
map04380	Osteoclast differentiation	['K04368']	[]	[]
map04380	Osteoclast differentiation	['K04440']	[]	[]
map04380	Osteoclast differentiation	['K04441']	[]	[]
map04380	Osteoclast differentiation	['K04446']	[]	[]
map04380	Osteoclast differentiation	['K05415']	[]	[]
map04380	Osteoclast differentiation	['K05415']	[]	[]
map04380	Osteoclast differentiation	['K05130', 'K05131']	[]	[]
map04380	Osteoclast differentiation	['K11217', 'K11219']	[]	[]
map04380	Osteoclast differentiation	['K11220', 'K11221']	[]	[]
map04380	Osteoclast differentiation	['K04693']	[]	[]
map04380	Osteoclast differentiation	['K05856', 'K05703']	[]	[]
map04380	Osteoclast differentiation	['K02649', 'K00922']	[]	[]
map04380	Osteoclast differentiation	['K04456']	[]	[]
map04380	Osteoclast differentiation	['K04383', 'K04519']	[]	[]
map04380	Osteoclast differentiation	['K04386']	[]	[]
map04380	Osteoclast differentiation	['K04687']	[]	[]
map04380	Osteoclast differentiation	['K05132', 'K05133']	[]	[]
map04380	Osteoclast differentiation	['K11220']	[]	[]
map04380	Osteoclast differentiation	['K04379', 'K04502', 'K09030', 'K09029', 'K04448', 'K04449', 'K09028']	[]	[]
map04380	Osteoclast differentiation	['K06498', 'K06472', 'K12560', 'K16824', 'K06463']	[]	[]
map04380	Osteoclast differentiation	['K07992']	[]	[]
map04380	Osteoclast differentiation	['K07370', 'K07364']	[]	[]
map04380	Osteoclast differentiation	['K05855']	[]	[]
map04380	Osteoclast differentiation	['K07371', 'K07361']	[]	[]
map04380	Osteoclast differentiation	['K05859']	[]	[]
map04380	Osteoclast differentiation	['K04348', 'K06268']	[]	[]
map04380	Osteoclast differentiation	['K04446']	[]	[]
map04380	Osteoclast differentiation	['K05869']	[]	[]
map04380	Osteoclast differentiation	['K05870']	[]	[]
map04380	Osteoclast differentiation	['K04379']	[]	[]
map04380	Osteoclast differentiation	['K01371']	[]	[]
map04380	Osteoclast differentiation	['K14379']	[]	[]
map04380	Osteoclast differentiation	['K04576']	[]	[]
map04380	Osteoclast differentiation	['K06493']	[]	[]
map04380	Osteoclast differentiation	['K09438']	[]	[]
map04380	Osteoclast differentiation	['K09455']	[]	[]
map04380	Osteoclast differentiation	['K03156']	[]	[]
map04380	Osteoclast differentiation	['K03158']	[]	[]
map04380	Osteoclast differentiation	['K17332']	[]	[]
map04380	Osteoclast differentiation	['K04694', 'K04696']	[]	[]
map04380	Osteoclast differentiation	['K14380']	[]	[]
map04380	Osteoclast differentiation	['K08530']	[]	[]
map04380	Osteoclast differentiation	['K13375', 'K13376']	[]	[]
map04380	Osteoclast differentiation	['K04674', 'K04388']	[]	[]
map04380	Osteoclast differentiation	['K09253', 'K04469']	[]	[]
map04380	Osteoclast differentiation	['K14381']	[]	[]
map04380	Osteoclast differentiation	['K04364']	[]	[]
map04380	Osteoclast differentiation	['K04371']	[]	[]
map04380	Osteoclast differentiation	['K04431']	[]	[]
map04380	Osteoclast differentiation	['K04392']	[]	[]
map04380	Osteoclast differentiation	['K08008', 'K08009', 'K08010', 'K08011', 'K08012']	[]	[]
map04380	Osteoclast differentiation	['K14377', 'K06512']	[]	[]
map04380	Osteoclast differentiation	['K14378', 'K06551']	[]	[]
map04211	Longevity regulating pathway	['K07201', 'K09408']	[]	[]
map04211	Longevity regulating pathway	['K04688']	[]	[]
map04211	Longevity regulating pathway	['K07203', 'K07204', 'K16184']	[]	[]
map04211	Longevity regulating pathway	['K04456']	[]	[]
map04211	Longevity regulating pathway	['K00922', 'K02649']	[]	[]
map04211	Longevity regulating pathway	['K05459']	[]	[]
map04211	Longevity regulating pathway	['K05087']	[]	[]
map04211	Longevity regulating pathway	['K16172', 'K07187', 'K17445', 'K17446']	[]	[]
map04211	Longevity regulating pathway	['K02833', 'K07827', 'K07828']	[]	[]
map04211	Longevity regulating pathway	['K04345']	[]	[]
map04211	Longevity regulating pathway	['K08041', 'K08042', 'K08043', 'K08044', 'K08045', 'K08046', 'K08047', 'K08048', 'K08049']	[]	[]
map04211	Longevity regulating pathway	['K07198', 'K07199', 'K07200']	[]	[]
map04211	Longevity regulating pathway	['K04526']	[]	[]
map04211	Longevity regulating pathway	['K04527']	[]	[]
map04211	Longevity regulating pathway	['K05870', 'K04450', 'K09048', 'K04374', 'K09047', 'K09049']	[]	[]
map04211	Longevity regulating pathway	['K04564']	[]	[]
map04211	Longevity regulating pathway	['K07207']	[]	[]
map04211	Longevity regulating pathway	['K07206']	[]	[]
map04211	Longevity regulating pathway	['K07208']	[]	[]
map04211	Longevity regulating pathway	['K07205']	[]	[]
map04211	Longevity regulating pathway	['K03259']	[]	[]
map04211	Longevity regulating pathway	['K07298']	[]	[]
map04211	Longevity regulating pathway	['K04451']	[]	[]
map04211	Longevity regulating pathway	['K10141', 'K20394']	[]	[]
map04211	Longevity regulating pathway	['K07296']	[]	[]
map04211	Longevity regulating pathway	['K07297']	[]	[]
map04211	Longevity regulating pathway	['K02159']	[]	[]
map04211	Longevity regulating pathway	['K04451']	[]	[]
map04211	Longevity regulating pathway	['K11411']	[]	[]
map04211	Longevity regulating pathway	['K07202']	[]	[]
map04211	Longevity regulating pathway	['K21357']	[]	[]
map04211	Longevity regulating pathway	['K14756']	[]	[]
map04211	Longevity regulating pathway	['K14756']	[]	[]
map04211	Longevity regulating pathway	['K07359']	[]	[]
map04211	Longevity regulating pathway	['K05869']	[]	[]
map04211	Longevity regulating pathway	['K07202']	[]	[]
map04211	Longevity regulating pathway	['K02580', 'K04735']	[]	[]
map04211	Longevity regulating pathway	['K08530']	[]	[]
map04211	Longevity regulating pathway	['K03781']	[]	[]
map04211	Longevity regulating pathway	['K08339']	[]	[]
map04211	Longevity regulating pathway	['K08733']	[]	[]
map04211	Longevity regulating pathway	['K17589']	[]	[]
map04211	Longevity regulating pathway	['K08331']	[]	[]
map04211	Longevity regulating pathway	['K19730']	[]	[]
map04211	Longevity regulating pathway	['K11420']	[]	[]
