ko	rxn	ModelSeed_ID
K00844	R03920	rxn15435
K00847	R03920	rxn15435
K23144	R10183	rxn17713
K08080	R01115	rxn05930
K21977	R04230	rxn12512
K21977	R04231	rxn09177
K01495	R00424	rxn00299
K09007	R00424	rxn00299
K22391	R00424	rxn00299
K01930	R00942	rxn00689
K11754	R00942	rxn00689
K22099	R00942	rxn00689
K01930	R04241	rxn15454
K11754	R04241	rxn15454
K22099	R04241	rxn15454
K01307	R04242	rxn06628
K02619	R05553	rxn03841
K18482	R05553	rxn03841
K03342	R05553	rxn03841
K13950	R01716	rxn01257
K01664	R01716	rxn01257
K01665	R01716	rxn01257
K03342	R01716	rxn01257
K17364	R03388	rxn02430
K17364	R10802	
K18853	R03388	rxn02430
K18853	R10802	
K15740	R09594	rxn10543
K09698	R05578	rxn06937
K00103	R10053	rxn23445
K07758	R00174	rxn00124
K13248	R00174	rxn00124
K00868	R00174	rxn00124
K14654	R09376	rxn10505
K06897	R10339	rxn20800
K03793	R11765	
K19642	R07676	rxn07491
K16270	R04089	rxn02861
K15573	R06907	rxn04716
K19065	R01628	rxn01189
K17754	R02229	rxn01597
K19960	R02229	rxn01597
K19961	R05231	rxn03546
K19961	R05283	rxn03595
K14581	R07706	rxn07520
K01568	R00014	rxn00011
K00163	R00014	rxn00011
K00161	R00014	rxn00011
K00162	R00014	rxn00011
K00163	R03270	rxn02342
K00161	R03270	rxn02342
K00162	R03270	rxn02342
K00627	R02569	rxn01871
K02777	R05132	rxn06860
K02753	R05132	rxn06860
K02777	R04394	rxn06678
K02753	R04394	rxn06678
K01222	R05133	rxn03481
K01223	R05133	rxn03481
K01222	R05134	rxn03482
K01223	R05134	rxn03482
K00164	R00621	rxn00441
K01616	R00621	rxn00441
K00164	R03316	rxn02376
K01616	R03316	rxn02376
K00658	R02570	rxn01872
K01616	R02570	rxn01872
K09988	R01898	rxn01386
K01820	R01906	rxn01394
K26066	R01431	rxn01043
K26066	R09477	rxn16319
K00008	R01896	rxn01385
K01818	R01577	rxn01152
K00879	R12695	
K01628	R12696	
K26066	R01758	rxn01290
K26066	R01759	rxn01291
K11194	R03232	rxn06348
K11195	R03232	rxn06348
K11196	R03232	rxn06348
K02771	R03232	rxn06348
K19030	R02731	rxn15361
K00863	R01059	rxn00780
K18447	R02677	rxn01936
K03332	R00879	rxn15088
K00594	R11620	
K01189	R01104	rxn00819
K07406	R01104	rxn00819
K07407	R01104	rxn00819
K01189	R01329	
K07406	R01329	
K07407	R01329	
K01189	R02926	rxn02093
K07406	R02926	rxn02093
K07407	R02926	rxn02093
K01189	R01194	rxn00890
K07406	R01194	rxn00890
K07407	R01194	rxn00890
K01190	R01105	rxn05929
K12308	R01105	rxn05929
K01182	R00801	rxn00575
K18124	R01096	rxn00812
K18125	R01096	rxn00812
K18125	R08544	rxn12185
K00225	R07679	rxn07494
K01193	R03921	rxn02760
K02810	R00811	rxn05899
K01838	R11310	
K01212	R11311	
K02777	R02780	rxn11965
K02819	R02780	rxn11965
K02777	R04111	rxn15448
K02791	R04111	rxn15448
K20108	R04111	rxn15448
K02750	R04111	rxn15448
K18775	R10784	
K01222	R00839	rxn00608
K01223	R00839	rxn00608
K02759	R11172	
K02760	R11172	
K02761	R11172	
K02564	R00765	rxn00552
K02777	R08559	rxn14191
K11192	R08559	rxn14191
K02765	R02631	rxn06202
K02777	R05199	rxn06883
K02804	R05199	rxn06883
K08080	R01803	rxn06047
K00326	R00100	rxn05772
K21749	R04215	rxn02943
K00983	R04215	rxn02943
K00116	R01257	rxn00935
K01616	R00474	rxn00332
K07246	R02545	rxn01847
K01908	R00926	rxn00675
K01908	R01354	rxn00986
K01895	R00926	rxn00675
K01895	R01354	rxn00986
K00016	R01000	rxn00741
K00004	R02855	rxn15373
K18603	R00742	rxn00533
K18604	R00742	rxn00533
K18605	R00742	rxn00533
K03119	R05320	rxn03630
K04091	R07210	rxn07204
K00299	R07210	rxn07204
K10782	R02814	rxn06251
K01716	R07639	rxn07455
K18474	R07639	rxn07455
K10780	R01404	rxn05995
K00208	R01403	rxn05994
K02371	R01403	rxn05994
K00209	R01403	rxn05994
K00647	R02768	rxn06238
K01897	R00390	rxn05830
K15013	R00390	rxn05830
K00665	R05188	rxn15527
K10781	R12329	
K10782	R12329	
K00668	R05190	rxn15530
K00667	R05190	rxn15530
K11533	R12328	
K01716	R10208	rxn17757
K02372	R10208	rxn17757
K16363	R10208	rxn17757
K00208	R01404	rxn05995
K07511	R02685	rxn06216
K07515	R02685	rxn06216
K00022	R01778	rxn06037
K07508	R00391	rxn05831
K07509	R00391	rxn05831
K07512	R07162	rxn07194
K07515	R01778	rxn06037
K01909	R01406	rxn05996
K05939	R01406	rxn05996
K01825	R04756	rxn03254
K13238	R04756	rxn03254
K13239	R04756	rxn03254
K07514	R04756	rxn03254
K07517	R04756	rxn03254
K18880	R04756	rxn03254
K00496	R02281	rxn06148
K05297	R02000	rxn06071
K21738	R02000	rxn06071
K22567	R02000	rxn06071
K13951	R00623	rxn05871
K13980	R00623	rxn05871
K13952	R00623	rxn05871
K13953	R00623	rxn05871
K13954	R00623	rxn05871
K00001	R00623	rxn05871
K00121	R00623	rxn05871
K04072	R00623	rxn05871
K18857	R00623	rxn05871
K00252	R02487	rxn01802
K07425	R01348	rxn14317
K07422	R01348	rxn14317
K15401	R01348	rxn14317
K20495	R01348	rxn14317
K22887	R01348	rxn14317
K14338	R04121	rxn06596
K00529	R02000	rxn06071
K00530	R02000	rxn06071
K00530	R02002	rxn06072
K00128	R00631	rxn15053
K14085	R00631	rxn15053
K00149	R00631	rxn15053
K00496	R01347	rxn14197
K15401	R09452	rxn16290
K20495	R09452	rxn16290
K13407	R09453	rxn16291
K13407	R09461	rxn16299
K17991	R09462	rxn16302
K17991	R09463	rxn16303
K15402	R09454	rxn16292
K21995	R09460	rxn16298
K15403	R09448	rxn16286
K15403	R09455	rxn16293
K15403	R09456	rxn16294
K15400	R09106	rxn15971
K13356	R09470	rxn16312
K15406	R01999	rxn06070
K15406	R09474	rxn16316
K15401	R09451	rxn16289
K15401	R09454	rxn16292
K15398	R09452	rxn16290
K15398	R09454	rxn16292
K15402	R09451	rxn16289
K15402	R09452	rxn16290
K20769	R09453	rxn16291
K09828	R07499	rxn11681
K09828	R03689	rxn02618
K01052	R01462	rxn01066
K12298	R01462	rxn01066
K14674	R01462	rxn01066
K00637	R01461	rxn06002
K07440	R07207	rxn04986
K07430	R07372	rxn03499
K00489	R07372	rxn03499
K07430	R07209	rxn04988
K10223	R07218	rxn07205
K00659	R08744	rxn14193
K01442	R03975	rxn02795
K00488	R08505	rxn14072
K12408	R08728	rxn14049
K12408	R08724	rxn14174
K12408	R08723	rxn13980
K00659	R08745	rxn14228
K07439	R07208	rxn04987
K01442	R03977	rxn02796
K07430	R08727	rxn14303
K12408	R08721	rxn14319
K00498	R04676	rxn11614
K00512	R04853	rxn03320
K00513	R03784	rxn06483
K00070	R04163	rxn02905
K07430	R08943	rxn14164
K00070	R04849	rxn03317
K00070	R02840	rxn02038
K00497	R04850	rxn12002
K07433	R04850	rxn12002
K07408	R03408	rxn02448
K07409	R03408	rxn02448
K07412	R03408	rxn02448
K07413	R03408	rxn02448
K07414	R03408	rxn02448
K07424	R03408	rxn02448
K17690	R03408	rxn02448
K17691	R03408	rxn02448
K05296	R03406	rxn02446
K05296	R03407	rxn02447
K04119	R03406	rxn02446
K04119	R03407	rxn02447
K00070	R04678	rxn03198
K00070	R02499	rxn01809
K00513	R04675	rxn03196
K12343	R08954	rxn14322
K12344	R08954	rxn14322
K12345	R08954	rxn14322
K00089	R08955	rxn14176
K04119	R08955	rxn14176
K00251	R03713	rxn02636
K00037	R04835	rxn03305
K00037	R04836	rxn03306
K15680	R03848	rxn02718
K00071	R03847	rxn02717
K00037	R04842	rxn03311
K00037	R04843	rxn03312
K15680	R04840	rxn03310
K00038	R04844	rxn03313
K00497	R02218	rxn06133
K07433	R02218	rxn06133
K00513	R03849	rxn06505
K12343	R02208	rxn01583
K12344	R02208	rxn01583
K12345	R02208	rxn01583
K00089	R08957	rxn14124
K04119	R08957	rxn14124
K05295	R08959	rxn14179
K00212	R08959	rxn14179
K05295	R08958	rxn14177
K00212	R08958	rxn14177
K00089	R08960	rxn14375
K04119	R08960	rxn14375
K00497	R03329	rxn11982
K07433	R03329	rxn11982
K00513	R02838	rxn06261
K00044	R08945	rxn14007
K00044	R08980	rxn14276
K13368	R08945	rxn14007
K13368	R08980	rxn14276
K13369	R08945	rxn14007
K13369	R08980	rxn14276
K13373	R08945	rxn14007
K13373	R08980	rxn14276
K13370	R08945	rxn14007
K13370	R08980	rxn14276
K10251	R08945	rxn14007
K10251	R08980	rxn14276
K22970	R08945	rxn14007
K22970	R08980	rxn14276
K00251	R02841	rxn02039
K00037	R04832	rxn03302
K00037	R04833	rxn03303
K00038	R04834	rxn03304
K00251	R02893	rxn02070
K00037	R04829	rxn03299
K00037	R04830	rxn03300
K00038	R04831	rxn03301
K00512	R08518	rxn12161
K00512	R04852	rxn06797
K00497	R02725	rxn06229
K07433	R02725	rxn06229
K15680	R04758	rxn03256
K00037	R04309	rxn03000
K00037	R04310	rxn03001
K00251	R01835	rxn14099
K00699	R04352	rxn03024
K00699	R04683	rxn03202
K12343	R02497	rxn06174
K12344	R02497	rxn06174
K12345	R02497	rxn06174
K00037	R08963	rxn14041
K00251	R02498	rxn14291
K00699	R02502	rxn01812
K00699	R02358	rxn01697
K07408	R02354	rxn01694
K07408	R02355	rxn01695
K00545	R04762	rxn03258
K00699	R04353	rxn03025
K00699	R04354	rxn03026
K00545	R04764	rxn03260
K07410	R03088	rxn02214
K07410	R03090	rxn02216
K04119	R02352	rxn01692
K04119	R02353	rxn01693
K00699	R03091	rxn02217
K00037	R04837	rxn03307
K00037	R04838	rxn03308
K05295	R03325	rxn02384
K00212	R03325	rxn02384
K00489	R08961	rxn14327
K17689	R03408	rxn02448
K07415	R03408	rxn02448
K25779	R13039	
K14456	R03755	rxn06474
K14456	R03756	rxn06475
K00011	R01036	rxn00763
K00011	R01041	rxn00765
K00128	R01752	rxn01286
K14085	R01752	rxn01286
K00149	R01752	rxn01286
K00002	R01041	rxn00765
K13979	R01041	rxn00765
K01059	R01350	rxn05987
K01189	R04470	rxn11609
K07406	R04470	rxn11609
K07407	R04470	rxn11609
K00086	R03119	rxn02235
K06120	R01047	rxn00768
K06121	R01047	rxn00768
K06122	R01047	rxn00768
K03429	R04377	rxn06671
K19004	R04377	rxn06671
K00649	R01013	rxn05919
K13507	R01013	rxn05919
K13510	R01318	rxn05968
K13512	R01318	rxn05968
K13515	R01318	rxn05968
K13519	R01318	rxn05968
K01049	R01026	rxn00754
K00623	R01023	rxn00753
K16817	R01316	rxn15170
K16818	R01316	rxn15170
K22389	R01316	rxn15170
K01058	R01316	rxn15170
K06900	R01316	rxn15170
K01047	R01315	rxn15169
K16342	R01315	rxn15169
K16343	R01315	rxn15169
K14621	R01315	rxn15169
K14674	R01315	rxn15169
K16817	R01315	rxn15169
K01058	R01315	rxn15169
K18694	R02027	rxn06079
K16817	R04034	rxn06562
K16818	R04034	rxn06562
K22389	R04034	rxn06562
K01058	R04034	rxn06562
K06900	R04034	rxn06562
K18696	R01470	rxn01073
K01126	R01470	rxn01073
K01047	R02053	rxn06088
K16342	R02053	rxn06088
K16343	R02053	rxn06088
K14621	R02053	rxn06088
K14674	R02053	rxn06088
K16817	R02053	rxn06088
K01058	R02053	rxn06088
K16817	R02054	rxn06089
K16818	R02054	rxn06089
K22389	R02054	rxn06089
K01058	R02054	rxn06089
K06900	R02054	rxn06089
K06124	R06870	rxn04683
K00650	R02114	rxn06098
K18697	R02029	rxn06080
K18695	R01030	rxn00758
K05929	R06868	rxn04681
K06128	R03416	rxn06375
K13333	R03416	rxn06375
K01048	R03416	rxn06375
K14621	R03416	rxn06375
K14676	R03416	rxn06375
K05929	R02037	rxn01478
K05929	R06869	rxn04682
K13512	R04480	rxn06706
K13515	R04480	rxn06706
K13517	R04480	rxn06706
K13519	R04480	rxn06706
K06130	R03417	rxn02450
K01048	R03417	rxn02450
K14621	R03417	rxn02450
K14676	R03417	rxn02450
K00980	R00856	rxn00621
K06130	R02747	rxn15365
K01048	R02747	rxn15365
K14621	R02747	rxn15365
K14676	R02747	rxn15365
K01517	R00855	rxn00620
K18695	R01470	rxn01073
K05939	R04864	rxn06803
K18696	R01030	rxn00758
K01126	R01030	rxn00758
K06128	R02746	rxn39361
K06129	R02746	rxn39361
K13333	R02746	rxn39361
K01048	R02746	rxn39361
K14621	R02746	rxn39361
K14676	R02746	rxn39361
K13523	R09034	rxn15902
K13516	R09034	rxn15902
K13513	R09034	rxn15902
K13519	R09034	rxn15902
K13513	R09037	rxn15905
K13511	R09037	rxn15905
K13510	R09036	rxn15904
K13514	R09036	rxn15904
K13512	R09036	rxn15904
K13519	R09036	rxn15904
K13513	R09036	rxn15904
K13512	R09035	rxn15903
K13515	R09035	rxn15903
K13517	R09035	rxn15903
K13519	R09035	rxn15903
K13535	R09038	rxn15906
K13622	R09072	rxn15942
K13621	R09072	rxn15942
K13623	R09073	rxn15943
K13621	R09073	rxn15943
K01114	R02027	rxn06079
K16619	R02027	rxn06079
K13618	R04034	rxn06562
K25193	R12757	
K00994	R07389	rxn07266
K13644	R07389	rxn07266
K18575	R02745	rxn06232
K26283	R01503	rxn01092
K01019	R05105	rxn06854
K01189	R04019	rxn11587
K07406	R04019	rxn11587
K07407	R04019	rxn11587
K07413	R07054	rxn04860
K26082	R01594	rxn01165
K17726	R03866	rxn02726
K04119	R02799	rxn11966
K00069	R02683	rxn01941
K05361	R13043	
K00069	R02580	rxn01880
K13948	R04556	rxn03133
K13948	R04557	rxn03134
K13949	R04556	rxn03133
K13949	R04557	rxn03134
K07119	R04556	rxn03133
K07119	R04557	rxn03134
K18684	R13045	
K18684	R13044	
K13948	R03863	rxn02724
K13948	R03864	rxn02725
K13949	R03863	rxn02724
K13949	R03864	rxn02725
K07119	R03863	rxn02724
K07119	R03864	rxn02725
K21794	R05718	rxn03984
K17863	R07061	rxn04867
K17864	R07061	rxn04867
K17864	R07062	rxn04868
K08262	R05740	rxn06955
K15718	R07057	rxn04863
K17863	R09905	rxn16743
K17862	R09811	rxn16652
K10806	R01274	rxn00943
K10805	R01274	rxn00943
K01068	R01274	rxn00943
K17360	R01274	rxn00943
K00659	R01274	rxn00943
K10804	R01274	rxn00943
K01068	R08174	rxn08444
K17360	R08174	rxn08444
K00659	R08174	rxn08444
K01068	R08175	rxn11710
K00659	R08175	rxn11710
K01068	R08176	rxn11711
K17360	R08176	rxn11711
K01068	R08177	rxn11712
K17360	R08177	rxn11712
K01068	R08183	rxn11718
K01068	R08182	rxn11717
K01068	R08181	rxn11716
K17360	R08181	rxn11716
K01068	R08180	rxn11715
K01068	R08179	rxn11714
K01068	R08178	rxn11713
K17360	R08178	rxn11713
K10226	R12172	
K00507	R12173	
K22944	R00089	rxn00065
K03787	R02148	rxn01549
K24972	R12786	
K01756	R12851	
K00942	R12852	
K00940	R12853	
K00106	R12989	
K00106	R12987	
K00106	R12990	
K00106	R12988	
K19796	R01669	rxn01223
K19797	R00140	rxn00108
K00940	R00139	rxn00107
K00382	R03815	rxn06493
K08969	R12507	
K23977	R12507	
K00166	R07604	rxn07435
K00167	R07604	rxn07435
K11381	R07604	rxn07435
K00166	R07600	rxn07431
K00167	R07600	rxn07431
K11381	R07600	rxn07431
K00166	R07603	rxn07434
K00167	R07603	rxn07434
K11381	R07603	rxn07434
K00166	R07599	rxn07430
K00167	R07599	rxn07430
K11381	R07599	rxn07430
K00140	R00922	rxn00671
K00186	R07160	rxn13962
K00187	R07160	rxn13962
K00189	R07160	rxn13962
K00188	R07160	rxn13962
K00827	R02050	rxn01482
K13646	R03376	rxn06370
K00934	R00554	rxn00396
K00294	R05051	rxn03424
K21624	R11625	
K09123	R11625	
K17363	R10330	rxn40162
K01668	R00728	rxn00521
K00276	R02613	rxn01903
K00274	R02613	rxn01903
K00055	R02611	rxn01902
K15517	R05841	rxn04073
K00463	R03628	rxn02592
K07408	R03629	rxn06427
K07409	R03629	rxn06427
K07410	R03629	rxn06427
K14338	R03629	rxn06427
K00463	R02909	rxn02082
K00543	R04905	rxn03356
K00816	R04171	rxn02912
K00825	R04171	rxn02912
K14264	R04171	rxn02912
K00274	R04907	rxn03358
K00562	R02910	rxn02083
K23384	R12303	
K23947	R12501	
K18240	R10597	rxn40351
K18239	R10583	rxn40341
K26400	R01627	rxn01188
K00681	R01687	rxn06025
K18592	R01687	rxn06025
K19699	R06980	rxn04789
K15515	R09557	rxn16401
K26005	R13030	
K20859	R10972	
K20859	R10973	
K09994	R11479	
K21934	R11708	
K23996	R12452	
K05915	R12451	
K22182	R03596	rxn11571
K00384	R03596	rxn11571
K17050	R07229	rxn07210
K17051	R07229	rxn07210
K17052	R07229	rxn07210
K07309	R07229	rxn07210
K07310	R07229	rxn07210
K12527	R07229	rxn07210
K12528	R07229	rxn07210
K12529	R07229	rxn07210
K00816	R09373	rxn16214
K10837	R08223	rxn11751
K13811	R04929	rxn03373
K00955	R04929	rxn03373
K00956	R04929	rxn03373
K00957	R04929	rxn03373
K00958	R04929	rxn03373
K22182	R09372	rxn16213
K00384	R09372	rxn16213
K00562	R09370	rxn16211
K00681	R03970	rxn02791
K18592	R03970	rxn02791
K00681	R03971	rxn14123
K18592	R03971	rxn14123
K01188	R10039	rxn25763
K05349	R10039	rxn25763
K05350	R10039	rxn25763
K16265	R11639	
K16265	R11640	
K26272	R13096	
K19802	R13097	
K01833	R08352	rxn12042
K01833	R08353	rxn12043
K00797	R08359	rxn12049
K24034	R08359	rxn12049
K01833	R08354	rxn12044
K01833	R08355	rxn12045
K01833	R08351	rxn12041
K10807	R08364	rxn12054
K10808	R08364	rxn12054
K11185	R08362	rxn12052
K11186	R08362	rxn12052
K04283	R08356	rxn12046
K04283	R08357	rxn12047
K13748	R05987	rxn39577
K03374	R05914	rxn39527
K07970	R12705	
K03479	R12704	
K06616	R12704	
K13675	R09316	rxn39947
K13646	R04491	rxn06708
K00778	R09297	rxn39938
K00778	R09298	rxn39939
K00779	R09297	rxn39938
K00779	R09298	rxn39939
K00781	R09297	rxn39938
K00781	R09298	rxn39939
K05948	R09296	rxn39937
K07966	R09299	rxn39940
K07967	R09299	rxn39940
K07968	R09299	rxn39940
K03691	R09295	rxn39936
K23800	R12637	
K13667	R09315	rxn39946
K13676	R09290	rxn39935
K09667	R09304	rxn39945
K18134	R09304	rxn39945
K05538	R09303	rxn39944
K10968	R09303	rxn39944
K10969	R09303	rxn39944
K05538	R09302	rxn39943
K10968	R09302	rxn39943
K10969	R09302	rxn39943
K10967	R09301	rxn39942
K10967	R09300	rxn39941
K23840	R12482	
K00746	R05932	rxn39541
K02366	R10138	rxn40030
K02367	R10138	rxn40030
K02366	R10139	rxn40031
K02367	R10139	rxn40031
K01197	R10905	
K01195	R10830	
K01207	R10831	
K08098	R07129	rxn39789
K03663	R06230	rxn39661
K03663	R06224	rxn39659
K03663	R06222	rxn39658
K03663	R06227	rxn39660
K07632	R06221	rxn39657
K00716	R06221	rxn39657
K07633	R06221	rxn39657
K07634	R06221	rxn39657
K00716	R06222	rxn39658
K07633	R06222	rxn39658
K07634	R06222	rxn39658
K00716	R06224	rxn39659
K07633	R06224	rxn39659
K07634	R06224	rxn39659
K00716	R06230	rxn39661
K07633	R06230	rxn39661
K07634	R06230	rxn39661
K00716	R06227	rxn39660
K07633	R06227	rxn39660
K07634	R06227	rxn39660
K07632	R06039	rxn39596
K07632	R06038	rxn39595
K07632	R06076	rxn39600
K00716	R06038	rxn39595
K07633	R06038	rxn39595
K07634	R06038	rxn39595
K00716	R06039	rxn39596
K07633	R06039	rxn39596
K07634	R06039	rxn39596
K00716	R06076	rxn39600
K07633	R06076	rxn39600
K07634	R06076	rxn39600
K03663	R06221	rxn39657
K00709	R06191	rxn39644
K00718	R06085	rxn31298
K00718	R06086	rxn31496
K00718	R06089	rxn39602
K00718	R06090	rxn39603
K03663	R06038	rxn39595
K07632	R06222	rxn39658
K03663	R06039	rxn39596
K07632	R06230	rxn39661
K03792	R06037	rxn39594
K07632	R06224	rxn39659
K07632	R06227	rxn39660
K00709	R06193	rxn39646
K00718	R06041	rxn31495
K00741	R05974	rxn39568
K07970	R05974	rxn39568
K00709	R06190	rxn39643
K03663	R06076	rxn39600
K03371	R06032	rxn39592
K00718	R06035	rxn31296
K00743	R06168	rxn39631
K00709	R06169	rxn39632
K03663	R06075	rxn39599
K07635	R06025	rxn39589
K07635	R06095	rxn39605
K07635	R06230	rxn39661
K07635	R06221	rxn39657
K07635	R06224	rxn39659
K07635	R06227	rxn39660
K00743	R06029	rxn39591
K00709	R05978	rxn39571
K03792	R06232	rxn39663
K03663	R05904	rxn39517
K03369	R05955	rxn39554
K00780	R05954	rxn39553
K03368	R05954	rxn39553
K03373	R05945	rxn39547
K03373	R05951	rxn39550
K03374	R05945	rxn39547
K03374	R05951	rxn39550
K03375	R05945	rxn39547
K03375	R05951	rxn39550
K11211	R09767	rxn16609
K12973	R12200	
K12973	R12187	
K12976	R12199	
K12976	R12198	
K12974	R10906	
K02560	R12197	
K09953	R12196	
K03760	R11557	
K07264	R09781	rxn16623
K12979	R12210	
K07264	R09773	rxn16615
K12973	R12206	
K07264	R12207	
K19803	R11186	
K03760	R11555	
K12973	R12211	
K12975	R11204	
K02527	R06285	
K26217	R13087	
K26218	R13088	
K06153	R05627	rxn03901
K19302	R05627	rxn03901
K00887	R05626	rxn03900
K02851	R12859	
K21285	R12860	
K09809	R12861	
K05946	R06129	rxn39612
K18704	R12865	
K22709	R12866	
K18704	R12869	
K03429	R12898	
K03429	R12899	
K13678	R12903	
K25599	R12810	
K25626	R12906	
K25627	R12816	
K25650	R12817	
K25651	R12818	
K25652	R12819	
K25653	R12820	
K25657	R01021	rxn00751
K25658	R01890	rxn01380
K07271	R12821	
K25654	R12822	
K25659	R12823	
K00712	R12862	
K21591	R12868	
K21592	R12864	
K19005	R12900	
K19005	R12813	
K25617	R12808	
K25619	R12811	
K25618	R12814	
K25620	R12815	
K19002	R12902	
K22708	R12872	
K22710	R12870	
K03367	R12812	
K14188	R12812	
K03739	R12812	
K03740	R12812	
K19005	R12901	
K03367	R12863	
K14188	R12863	
K03739	R12863	
K03740	R12863	
K03367	R12867	
K03367	R12871	
K03367	R12873	
K03367	R12875	
K14188	R12867	
K14188	R12871	
K14188	R12873	
K14188	R12875	
K03739	R12867	
K03739	R12871	
K03739	R12873	
K03739	R12875	
K03740	R12867	
K03740	R12871	
K03740	R12873	
K03740	R12875	
K25669	R12874	
K03367	R12904	
K14188	R12904	
K03739	R12904	
K03740	R12904	
K25660	R12905	
K21285	R12868	
K21591	R12860	
K21592	R12865	
K21592	R12869	
K18704	R12864	
K14335	R11995	
K13669	R11998	
K25520	R12896	
K00878	R12897	
K01515	R12896	
K12152	R12896	
K23998	R00277	rxn00208
K01733	R05086	rxn03446
K23998	R00278	rxn00209
K04765	R03004	rxn02154
K01242	R00119	rxn00089
K18152	R00119	rxn00089
K04765	R03036	rxn02176
K00867	R04391	rxn03047
K03525	R04391	rxn03047
K09680	R04391	rxn03047
K01947	R04391	rxn03047
K10105	R12450	
K03800	R12449	
K24102	R02237	rxn01603
K22101	R04286	rxn02986
K07589	R11082	
K01633	R11037	
K13938	R11019	
K01633	R11073	
K06984	R11102	
K25575	R12939	
K25578	R12939	
K00605	R02300	rxn01652
K11152	R03048	rxn02183
K11152	R08380	rxn11891
K00061	R03048	rxn02183
K00061	R08380	rxn11891
K11151	R03048	rxn02183
K11151	R08380	rxn11891
K09516	R07163	rxn07195
K07437	R08390	rxn11900
K12664	R08390	rxn11900
K12665	R08390	rxn11900
K17683	R08391	rxn11901
K07411	R08391	rxn11901
K17709	R08391	rxn11901
K07412	R08391	rxn11901
K07420	R08391	rxn11901
K17690	R08391	rxn11901
K17691	R08391	rxn11901
K07424	R08391	rxn11901
K17689	R08390	rxn11900
K17690	R08390	rxn11900
K17691	R08390	rxn11900
K07424	R08390	rxn11900
K07408	R08390	rxn11900
K07425	R08390	rxn11900
K17683	R08390	rxn11900
K07411	R08390	rxn11900
K17709	R08390	rxn11900
K07412	R08390	rxn11900
K17718	R08390	rxn11900
K17719	R08390	rxn11900
K17720	R08390	rxn11900
K07413	R08390	rxn11900
K00699	R02902	rxn02078
K17951	R11952	
K13624	R00078	rxn00056
K14735	R00078	rxn00056
K19054	R00078	rxn00056
K03594	R00078	rxn00056
K22336	R00078	rxn00056
K22552	R00078	rxn00056
K00798	R07268	rxn05029
K19221	R07268	rxn05029
K04040	R11517	
K10960	R11518	
K07215	R11817	
K07226	R11817	
K22466	R11919	
K15888	R09730	rxn16578
K15793	R08697	rxn14080
K12249	R02306	rxn01657
K14184	R08373	rxn12056
K14181	R08691	rxn14163
K15801	R08545	rxn12186
K15803	R07648	rxn07463
K10187	R07648	rxn07463
K15798	R09608	rxn16450
K15795	R09620	rxn16462
K15797	R09625	rxn16467
K15794	R09623	rxn16465
K15796	R09619	rxn16461
K15793	R09618	rxn16460
K15802	R09624	rxn16466
K15804	R09574	rxn16418
K15805	R09573	rxn16417
K15809	R09626	rxn16468
K15799	R09614	rxn16456
K15807	R09629	rxn16471
K15806	R09616	rxn16458
K15811	R09689	rxn16535
K15818	R09710	rxn16556
K15820	R09711	rxn16557
K15810	R09712	rxn16558
K15822	R09713	rxn16559
K15815	R06471	rxn04332
K20658	R06471	rxn04332
K21928	R06471	rxn04332
K15816	R09743	rxn16591
K06045	R07322	rxn05070
K26054	R02875	rxn02064
K19011	R09908	rxn16746
K16204	R09912	rxn16750
K16204	R09914	rxn16752
K16205	R09916	rxn16754
K16206	R09917	rxn16755
K18110	R09896	rxn16734
K18109	R09890	rxn16728
K18112	R10273	rxn40119
K18111	R09889	rxn16727
K18111	R09835	rxn16676
K14181	R09886	rxn16724
K15799	R10598	rxn24915
K15799	R10599	rxn24911
K19010	R09907	rxn16745
K21984	R10274	rxn40120
K04125	R03809	rxn02699
K04125	R03008	rxn02157
K04125	R06338	rxn04211
K04125	R06342	rxn04215
K04125	R06344	rxn04217
K04125	R06345	rxn04218
K22640	R10562	rxn25038
K09879	R07858	rxn07648
K06443	R07856	rxn07646
K06443	R04801	rxn11625
K15746	R07851	rxn15706
K09837	R07850	rxn15705
K09879	R07857	rxn07647
K15746	R07569	rxn07400
K23037	R07569	rxn07400
K02294	R07554	rxn07385
K09836	R07564	rxn07395
K23037	R07564	rxn07395
