ko	rxn	ModelSeed_ID
K18391	R10365	rxn40184
K18389	R10359	rxn40180
K18390	R10360	rxn40181
K18392	R10376	rxn40193
K18393	R10379	rxn40194
K16266	R10037	rxn37424
K16265	R10038	rxn39976
K14984	R10027	rxn25721
K13401	R10027	rxn25721
K14984	R10028	rxn25725
K13401	R10028	rxn25725
K14984	R10029	rxn39973
K13401	R10029	rxn39973
K16265	R10030	rxn39974
K14577	R09358	rxn16199
K03781	R00009	rxn00006
K19107	R04364	rxn03030
K14984	R09403	rxn16240
K06125	R07273	rxn05034
K05355	R09246	rxn16107
K21268	R09246	rxn16107
K02523	R09248	rxn09037
K05355	R09245	rxn13477
K21274	R09245	rxn13477
K21275	R09245	rxn13477
K05356	R09250	rxn16110
K08695	R06541	rxn11670
K08695	R06543	rxn11672
K12742	R08199	rxn11733
K12643	R00984	rxn00725
K12644	R07250	rxn05016
K00166	R03174	rxn06335
K00166	R07618	rxn15694
K00167	R03174	rxn06335
K00167	R07618	rxn15694
K11381	R03174	rxn06335
K11381	R07618	rxn15694
K09699	R04225	rxn06621
K09699	R07618	rxn15694
K00382	R04225	rxn06621
K00382	R03174	rxn06335
K01252	R03037	rxn02177
K00216	R01505	rxn01094
K02362	R07644	rxn07459
K02363	R07644	rxn07459
K01252	R07644	rxn07459
K02364	R07644	rxn07459
K04782	R06602	rxn04454
K04781	R06602	rxn04454
K13565	R09040	rxn15910
K05830	R02283	rxn01637
K05829	R03443	rxn02465
K05828	R02649	rxn01917
K17753	R00709	rxn00505
K01568	R00209	rxn00154
K01568	R01196	rxn13974
K01086	R02073	rxn15298
K01086	R04779	rxn15493
K01086	R04780	rxn15494
K01086	R09084	rxn15952
K13937	R10907	
K15849	R00734	rxn00527
K15849	R00729	rxn00522
K15849	R09254	rxn16114
K15849	R09830	rxn16671
K00487	R08815	rxn14020
K01188	R04998	rxn03402
K05349	R04998	rxn03402
K05350	R04998	rxn03402
K09753	R01941	rxn01425
K00083	R06571	rxn04425
K13065	R07432	rxn05136
K09754	R04342	rxn03016
K13065	R01945	rxn01429
K13066	R06574	rxn04428
K13066	R06575	rxn04429
K00083	R06570	rxn04424
K22395	R06570	rxn04424
K09755	R06573	rxn04427
K13066	R06577	rxn04431
K05280	R02442	rxn01765
K13083	R02442	rxn01765
K13083	R04902	rxn03353
K13083	R03124	rxn02239
K13083	R03639	rxn02601
K00475	R05039	rxn03414
K13083	R06537	rxn04392
K13082	R05038	rxn03413
K13081	R06615	rxn04466
K13081	R06532	rxn04387
K13081	R06533	rxn04388
K05277	R05037	rxn03412
K13233	R08806	rxn13998
K00422	R07212	rxn04990
K00505	R07212	rxn04990
K24287	R07212	rxn04990
K22090	R11751	
K21311	R08437	rxn12084
K21208	R08440	rxn12086
K21208	R11483	
K13382	R04084	rxn02858
K13383	R05214	
K13386	R05212	rxn03527
K13384	R05211	rxn03526
K22088	R11731	
K13389	R08790	rxn14005
K21580	R08791	rxn14200
K22932	R03006	rxn02156
K13260	R07746	rxn07560
K21513	R07750	rxn07564
K13257	R07715	rxn07529
K00808	R00018	rxn00015
K13267	R07711	rxn07525
K00021	R02081	rxn01500
K00054	R02081	rxn01500
K00054	R02082	rxn01501
K06045	R07323	rxn05071
K21346	R08618	rxn14382
K15741	R08619	rxn14004
K15742	R08619	rxn14004
K01703	R08620	rxn13975
K21359	R08620	rxn13975
K21360	R08621	rxn14172
K00826	R08622	rxn14118
K12154	R08665	rxn13984
K12156	R08666	rxn14273
K11819	R08667	rxn14339
K11820	R08668	rxn14074
K11821	R08669	rxn14133
K22321	R08669	rxn14133
K10208	R00702	rxn00498
K00143	R03102	rxn02226
K00143	R03103	rxn02227
K00939	R00333	rxn00240
K18532	R00333	rxn00240
K18533	R00333	rxn00240
K00944	R00122	rxn00092
K00944	R00127	rxn00097
K00944	R00333	rxn00240
K01510	R00333	rxn00240
K14641	R00333	rxn00240
K14642	R00333	rxn00240
K23493	R03860	rxn02722
K12694	R05876	rxn04106
K22326	R05877	rxn04107
K21026	R05880	rxn04110
K23494	R05849	rxn04081
K13077	R03590	rxn02564
K13077	R12279	
K23179	R03590	rxn02564
K23179	R12279	
K23180	R03590	rxn02564
K23180	R12279	
K12153	R09578	rxn16422
K11818	R10670	rxn40413
K11819	R08654	rxn14068
K11820	R03213	rxn02299
K11821	R03214	rxn02300
K13401	R08663	rxn14165
K13231	R02505	rxn01814
K16040	R09872	rxn16712
K24441	R09042	rxn15912
K04034	R06265	rxn04152
K04035	R06265	rxn04152
K04034	R06266	rxn04153
K04035	R06266	rxn04153
K04034	R06267	rxn04154
K04035	R06267	rxn04154
K00218	R06286	rxn04162
K19073	R06272	rxn04159
K01068	R09450	rxn16288
K17360	R09450	rxn16288
K16339	R09450	rxn16288
K22554	R09450	rxn16288
K15404	R09466	rxn16308
K15405	R09467	rxn16309
K15405	R09468	rxn16310
K16085	R09921	rxn16759
K16085	R09865	rxn16706
K02291	R07270	rxn05031
K17841	R07270	rxn05031
K02293	R09692	rxn16538
K14046	R09117	rxn15982
K13070	R08916	rxn14153
K13070	R08917	rxn14239
K12928	R06313	rxn04186
K14044	R09115	rxn15980
K14045	R09116	rxn15981
K14043	R06312	rxn04185
K12928	R06312	rxn04185
K15823	R09700	rxn16546
K17212	R10233	rxn40092
K13233	R08805	rxn14243
K13234	R08808	rxn14284
K17211	R08808	rxn14284
K17211	R08809	rxn14400
K13234	R08810	rxn14065
K17211	R08810	rxn14065
K17211	R08807	rxn14051
K20519	R10241	rxn40098
K16084	R09866	rxn16707
K14040	R06357	rxn04230
K14040	R12123	
K14038	R09121	rxn15985
K14037	R09120	rxn04174
K16083	R09861	rxn16702
K16082	R09903	rxn16741
K18113	R10585	rxn23599
K18393	R10366	rxn40185
K18396	R10380	rxn40195
K18397	R10381	rxn40196
K03527	R08210	rxn08352
K10187	R09487	rxn16329
K15800	R09548	rxn16390
K15800	R09549	rxn16391
K15892	R09849	rxn16690
K10760	R04038	rxn02836
K10717	R08055	rxn15714
K13496	R08076	rxn07865
K23452	R08076	rxn07865
K13492	R02118	rxn01527
K13493	R08075	rxn07864
K13494	R02119	rxn01528
K07385	R06422	rxn04284
K21120	R08784	rxn15787
K15089	R02469	rxn01787
K15090	R03261	rxn02336
K15091	R06417	rxn14271
K15092	R06419	rxn04281
K15093	R08923	rxn14129
K15092	R06420	rxn04282
K15095	R02548	rxn01850
K15094	R02177	rxn01566
K13508	R06872	rxn07173
K00981	R01797	rxn06041
K01521	R01797	rxn06041
K01521	R01799	rxn06043
K01114	R02052	rxn06087
K01114	R02057	rxn06092
K16619	R02052	rxn06087
K16619	R02057	rxn06092
K00993	R02052	rxn06087
K13644	R02052	rxn06087
K18693	R02239	rxn06138
K18693	R02240	rxn06139
K18693	R09944	rxn16789
K01114	R01312	rxn05964
K16619	R01312	rxn05964
K20515	R06299	rxn04173
K14041	R06304	rxn04178
K19571	R06304	rxn04178
K20514	R09686	rxn16530
K12927	R06303	rxn04177
K19571	R06303	rxn04177
K14041	R06302	rxn04176
K19571	R06302	rxn04176
K15887	R09633	rxn16477
K06892	R11549	
K23378	R11549	
K03621	R00851	rxn05901
K03621	R12241	
K07145	R10468	rxn40261
K21312	R11710	
K22091	R11681	
K22091	R11685	
K22091	R11686	
K22092	R11682	
K14595	R09723	rxn16569
K15748	R07575	rxn07406
K15748	R09723	rxn16569
K09836	R07565	rxn15690
K09836	R07571	rxn07402
K15746	R07562	rxn15689
K23037	R07562	rxn15689
K15746	R07570	rxn15692
K23037	R07570	rxn15692
K02292	R07563	rxn07394
K02292	R12180	
K09836	R07563	rxn07394
K09836	R12180	
K23037	R07563	rxn07394
K23037	R12180	
K09836	R07567	rxn15691
K23037	R07567	rxn15691
K09836	R07573	rxn07404
K15746	R07568	rxn07399
K23037	R07568	rxn07399
K15746	R07572	rxn07403
K23037	R07572	rxn07403
K20618	R12182	
K21373	R10834	
K20986	R11551	
K21069	R11055	
K20142	R10918	
K20142	R10919	
K12467	R02009	rxn01471
K21925	R02009	rxn01471
K23276	R05832	rxn04065
K13400	R05833	rxn04066
K15086	R07631	rxn07447
K22049	R07631	rxn07447
K15087	R07632	rxn07448
K05525	R09923	rxn16761
K23810	R09923	rxn16761
K05525	R09922	rxn16760
K23810	R09922	rxn16760
K05525	R09924	rxn16762
K23810	R09924	rxn16762
K22638	R11973	
K13553	R08897	rxn15851
K20567	R08897	rxn15851
K20568	R08897	rxn15851
K13554	R08898	rxn15852
K13555	R08899	rxn15853
K20569	R11265	
K20570	R11266	
K20573	R10426	rxn23418
K00505	R02383	rxn01716
K20152	R10417	rxn40221
K13083	R06538	rxn04393
K13083	R10258	rxn40107
K05278	R06539	rxn04394
K07382	R02470	rxn01788
K15849	R00688	rxn00487
K15849	R00692	rxn00491
K15849	R00694	rxn00493
K01434	R02170	rxn06112
K24041	R02170	rxn06112
K12747	R03062	rxn02196
K01060	R03062	rxn02196
K17836	R06363	rxn07099
K10960	R11226	
K14733	R06398	rxn04264
K14733	R09393	rxn16230
K10533	R05784	rxn04034
K12466	R06117	rxn04134
K14731	R06392	rxn14136
K14733	R09385	rxn16222
K14733	R09389	rxn16226
K10533	R09387	rxn16224
K07381	R02468	rxn01786
K14732	R02468	rxn01786
K14730	R03114	rxn02234
K14732	R03114	rxn02234
K14731	R06390	rxn04256
K00632	R08095	rxn07884
K00022	R08094	rxn07883
K01825	R08094	rxn07883
K01782	R08094	rxn07883
K01692	R08093	rxn07882
K01825	R08093	rxn07882
K01782	R08093	rxn07882
K00632	R08091	rxn07880
K01640	R08090	rxn07879
K13779	R03493	rxn02496
K13778	R03494	rxn02497
K13777	R03494	rxn02497
K17832	R08086	rxn07875
K12957	R03581	rxn02557
K12957	R10308	rxn19092
K19653	R03581	rxn02557
K19653	R10308	rxn19092
K12957	R08083	rxn07872
K11731	R08089	rxn07878
K13776	R08088	rxn07877
K13774	R08087	rxn07876
K13774	R08096	rxn07885
K13775	R08087	rxn07876
K13775	R08096	rxn07885
K13774	R08084	rxn07873
K13774	R08085	rxn07874
K13774	R10126	rxn36169
K13775	R08084	rxn07873
K13775	R08085	rxn07874
K13775	R10126	rxn36169
K21730	R10044	rxn39980
K21731	R04102	rxn06589
K19649	R10021	rxn20738
K21569	R03818	rxn06496
K21570	R03818	rxn06496
K26398	R03818	rxn06496
K23020	R12149	
K19649	R13093	
K21569	R13092	
K21570	R13092	
K26398	R13092	
K14334	R03308	rxn02370
K22553	R01306	rxn05960
K15514	R09554	rxn16398
K15511	R09555	rxn16399
K15512	R09555	rxn16399
K17218	R10152	rxn40041
K17995	R10390	rxn40203
K17996	R10390	rxn40203
K17993	R10390	rxn40203
K17994	R10390	rxn40203
K23526	R12301	
K23527	R12301	
K22676	R12025	
K00462	R05256	rxn03569
K22677	R05363	rxn06905
K08689	R05475	rxn03772
K15750	R05475	rxn03772
K18087	R05475	rxn03772
K18088	R05475	rxn03772
K22678	R04522	rxn03116
K22353	R11901	
K22354	R11901	
K22355	R11901	
K22356	R11901	
K22357	R11901	
K22358	R11901	
K22359	R11901	
K22360	R11901	
K22361	R11901	
K22362	R11901	
K22363	R11897	
K22363	R11899	
K20942	R05249	rxn03563
K20942	R11347	
K20942	R11348	
K20943	R05249	rxn03563
K20943	R11347	
K20943	R11348	
K20944	R05249	rxn03563
K20944	R11347	
K20944	R11348	
K20941	R11353	
K03333	R01459	rxn01064
K03333	R09920	rxn16758
K16045	R01459	rxn01064
K16045	R09920	rxn16758
K15981	R11357	
K16046	R11361	
K20449	R03164	rxn06329
K15358	R07984	rxn07774
K19647	R07985	rxn07775
K20450	R03908	rxn02756
K20451	R03070	rxn02204
K20452	R03069	rxn02202
K20453	R03069	rxn02202
K20454	R01355	rxn00987
K20199	R11195	
K01453	R00059	rxn00044
K01453	R10979	
K19963	R10979	
K19963	R10978	
K01471	R03448	rxn02468
K15245	R05449	rxn03749
K15246	R05449	rxn03749
K24293	R05449	rxn03749
K19190	R10131	rxn40025
K19190	R10132	rxn40026
K16874	R10213	rxn23378
K16875	R10213	rxn23378
K16873	R10858	
K18614	R01649	rxn01205
K18071	R03385	rxn02427
K18071	R03386	rxn02428
K18613	R03461	rxn02477
K18612	R04524	rxn03118
K18611	R02993	rxn11565
K18608	R01712	rxn01253
K18608	R05839	rxn04071
K18608	R01713	rxn01254
K18608	R01710	rxn01251
K00275	R01712	rxn01253
K00275	R05839	rxn04071
K00275	R01713	rxn01254
K23998	R01712	rxn01253
K23998	R05839	rxn04071
K23998	R01713	rxn01254
K23998	R01710	rxn01251
K23998	R01708	rxn01249
K23998	R01711	rxn01252
K18610	R02992	rxn02145
K18609	R01707	rxn01248
K18541	R05783	rxn04033
K14579	R05424	rxn03724
K14580	R05424	rxn03724
K14578	R05424	rxn03724
K14581	R05424	rxn03724
K00002	R05231	rxn03546
K00002	R05283	rxn03595
K01053	R03751	rxn02663
K03379	R02231	rxn01598
K00055	R02229	rxn01597
K03379	R06622	rxn04472
K18199	R05771	rxn04023
K17468	R10408	rxn40215
K17464	R10407	rxn40214
K17465	R10407	rxn40214
K17466	R10407	rxn40214
K17467	R10407	rxn40214
K16936	R07177	rxn04961
K16937	R07177	rxn04961
K05908	R07177	rxn04961
K08357	R07177	rxn04961
K08358	R07177	rxn04961
K08359	R07177	rxn04961
K08692	R00406	rxn00286
K14067	R00406	rxn00286
K14451	R00406	rxn00286
K14471	R01256	rxn00934
K14471	R10612	rxn40362
K14472	R01256	rxn00934
K14472	R10612	rxn40362
K19282	R00406	rxn00286
K01026	R05508	rxn03798
K22270	R02589	rxn01884
K23528	R05244	rxn03558
K01039	R05509	rxn03799
K01040	R05509	rxn03799
K15064	R09270	rxn16130
K15066	R09271	rxn16131
K04100	R09272	rxn16132
K04101	R09272	rxn16132
K15065	R09272	rxn16132
K04100	R09565	rxn16409
K04101	R09565	rxn16409
K04099	R09565	rxn16409
K04100	R04280	rxn02983
K04101	R04280	rxn02983
K15065	R04280	rxn02983
K15060	R09275	rxn16135
K24244	R09275	rxn16135
K24245	R09275	rxn16135
K15061	R09276	rxn16136
K15062	R09277	rxn16137
K15063	R09278	rxn16138
K24182	R00762	rxn00549
K24182	R00756	rxn00545
K24182	R05805	rxn04043
K21726	R03023	rxn02165
K21727	R03023	rxn02165
K15054	R07664	rxn07479
K01781	R03791	rxn02688
K14579	R05427	rxn03727
K14580	R05427	rxn03727
K14578	R05427	rxn03727
K14581	R05427	rxn03727
K10701	R05453	rxn03753
K01856	R05390	rxn03691
K01061	R05510	rxn03800
K17070	R00603	rxn00428
K20200	R02675	rxn14227
K14579	R07706	rxn07520
K14580	R07706	rxn07520
K14578	R07706	rxn07520
K15481	R07706	rxn07520
K08686	R01033	rxn05924
K20808	R01033	rxn05924
K20809	R01033	rxn05924
K00217	R07781	rxn07595
K03391	R07779	
K01721	R07780	rxn07594
K20807	R07780	rxn07594
K20806	R04349	rxn03021
K25936	R05625	rxn12009
K25937	R05625	rxn12009
K25938	R05625	rxn12009
K01101	R03024	rxn02166
K15056	R07730	rxn07544
K00446	R07795	rxn07602
K07104	R07795	rxn07602
K15766	R05156	rxn03496
K15767	R05156	rxn03496
K00622	R08036	rxn07826
K01856	R09229	rxn16091
K00462	R07827	rxn07618
K03268	R09152	rxn16014
K16268	R09152	rxn16014
K18089	R09152	rxn16014
K18090	R09152	rxn16014
K14579	R06937	rxn04746
K14580	R06937	rxn04746
K14578	R06937	rxn04746
K14581	R06937	rxn04746
K01860	R08119	rxn07907
K03381	R08114	rxn07902
K05783	R08111	rxn07899
K05549	R08108	rxn07896
K05550	R08108	rxn07896
K05784	R08108	rxn07896
K01085	R00947	rxn15095
K20866	R00947	rxn15095
K04112	R10961	
K04113	R10961	
K04114	R10961	
K04115	R10961	
K19515	R10961	
K19516	R10961	
K20509	R03028	rxn02169
K23351	R03028	rxn02169
K23352	R03028	rxn02169
K01715	R03026	rxn02167
K10621	R01507	rxn01096
K10622	R02763	rxn01994
K19066	R09252	rxn16112
K00141	R01294	rxn00958
K20199	R01293	rxn00957
K20199	R01294	rxn00958
K01576	R02672	rxn01933
K15054	R04160	rxn06609
K01781	R04161	rxn02904
K05913	R01305	rxn00968
K15240	R05246	rxn03560
K03268	R06856	rxn04671
K16268	R06856	rxn04671
K18089	R06856	rxn04671
K18090	R06856	rxn04671
K16269	R06857	rxn04672
K15253	R06839	rxn04654
K01860	R06840	rxn07169
K01061	R06838	rxn04653
K06912	R05419	rxn03719
K10676	R03997	rxn02807
K15253	R05407	rxn03707
K01061	R03893	rxn02747
K01563	R07669	rxn07484
K01563	R07670	rxn07485
K26209	R01781	rxn01305
K02586	R05496	rxn06926
K02591	R05496	rxn06926
K02588	R05496	rxn06926
K00531	R05496	rxn06926
K20625	R05380	rxn03681
K15768	R05281	rxn03593
K15769	R05281	rxn03593
K19629	R05271	rxn03583
K19630	R05272	rxn03584
K03380	R03566	rxn02545
K13953	R06917	rxn04726
K13954	R06917	rxn04726
K00001	R06917	rxn04726
K00121	R06917	rxn04726
K04072	R06917	rxn04726
K14579	R06909	rxn04718
K14580	R06909	rxn04718
K14578	R06909	rxn04718
K14581	R06909	rxn04718
K14582	R06910	rxn04719
K00480	R06915	rxn04724
K14579	R05423	rxn11655
K14580	R05423	rxn11655
K14578	R05423	rxn11655
K14581	R05423	rxn11655
K11948	R07657	rxn07472
K11949	R07713	rxn07527
K18275	R05643	rxn03915
K16269	R07703	rxn07517
K10700	R05425	rxn11656
K17048	R05425	rxn11656
K17049	R05425	rxn11656
K14579	R05745	rxn06960
K14579	R05425	rxn11656
K14580	R05745	rxn06960
K14580	R05425	rxn11656
K14578	R05745	rxn06960
K14578	R05425	rxn11656
K14581	R05745	rxn06960
K14581	R05425	rxn11656
K14579	R05426	rxn11657
K14579	R05352	rxn11652
K14580	R05426	rxn11657
K14580	R05352	rxn11652
K14578	R05426	rxn11657
K14578	R05352	rxn11652
K14581	R05426	rxn11657
K14581	R05352	rxn11652
K14746	R05426	rxn11657
K14746	R05352	rxn11652
K14747	R05452	rxn03752
K00632	R05506	rxn03796
K05710	R05440	rxn03740
K14422	R06973	rxn04782
K15055	R07727	rxn07541
K14333	R00821	rxn00592
K22958	R03247	rxn02324
K22959	R03247	rxn02324
K22960	R03247	rxn02324
K01034	R07832	rxn07623
K01035	R07832	rxn07623
K19709	R07832	rxn07623
K10215	R07836	rxn07627
K10215	R07837	rxn07628
K01721	R05596	rxn03875
K20807	R05596	rxn03875
K01426	R05590	rxn03869
K01576	R01764	rxn01294
K25932	R05603	rxn03882
K25933	R05603	rxn03882
K25934	R05603	rxn03882
K25935	R05603	rxn03882
K01612	R01238	rxn00921
K21759	R01238	rxn00921
K03186	R01238	rxn00921
K16239	R01238	rxn00921
K03862	R05274	rxn03586
K03862	R07668	rxn07483
K03862	R10136	rxn23757
K03863	R05274	rxn03586
K03863	R07668	rxn07483
K03863	R10136	rxn23757
K15066	R05274	rxn03586
K15066	R07668	rxn07483
K15066	R10136	rxn23757
K25916	R05274	rxn03586
K25916	R07668	rxn07483
K25916	R10136	rxn23757
K21802	R05699	rxn03969
K15057	R05401	rxn03701
K15057	R05400	rxn03700
K01865	R05383	rxn03684
K15058	R05405	rxn03705
K15059	R05405	rxn03705
K03380	R00815	rxn00586
K14338	R05259	rxn13961
K21725	R05258	rxn03571
K20990	R05420	rxn03720
K04102	R05375	rxn03676
K00141	R07666	rxn07481
K00141	R07667	rxn07482
K16269	R05354	rxn03655
K01426	R05551	rxn03839
K01721	R05379	rxn03680
K20807	R05379	rxn03680
K01502	R05358	rxn03659
K01721	R07854	rxn07644
K20807	R07854	rxn07644
K01501	R07855	rxn07645
K10438	R02517	rxn01823
K05394	R05569	rxn03855
K03382	R06966	rxn07177
K08710	R06967	rxn04776
K21593	R06969	rxn04778
K05394	R06968	rxn04777
K21593	R06968	rxn04777
K01061	R08120	rxn07908
K05549	R08101	rxn07890
K05550	R08101	rxn07890
K05784	R08101	rxn07890
K14418	R08118	rxn07906
K14417	R08117	rxn07905
K14418	R04101	rxn06588
K14417	R03932	rxn02764
K14586	R06902	rxn04711
K15574	R06908	rxn04717
K15575	R06908	rxn04717
K19958	R06907	rxn04716
K15572	R06906	rxn04715
K15571	R06905	rxn04714
K15569	R06904	rxn04713
K15570	R06904	rxn04713
K01670	R06903	rxn04712
K15567	R06903	rxn04712
K15568	R06903	rxn04712
K14579	R06930	rxn04739
K14580	R06930	rxn04739
K14578	R06930	rxn04739
K14581	R06930	rxn04739
K14582	R06931	rxn04740
K00480	R06936	rxn04745
K13953	R06927	rxn04736
K13954	R06927	rxn04736
K00001	R06927	rxn04736
K00121	R06927	rxn04736
K04072	R06927	rxn04736
K00480	R06939	rxn04748
K06912	R05493	rxn03786
K03381	R04258	rxn02969
K01860	R04259	rxn02970
K15751	R09512	rxn16354
K15752	R09512	rxn16354
K15753	R09512	rxn16354
K00217	R09137	rxn15999
K00217	R09138	rxn16000
K01061	R09136	rxn15998
K01860	R09135	rxn15997
K03381	R09134	rxn15996
K14582	R09162	rxn16024
K10678	R08042	rxn07832
K10679	R08042	rxn07832
K10680	R08042	rxn07832
K06281	R08034	rxn07824
K06282	R08034	rxn07824
K23549	R08034	rxn07824
K23548	R08034	rxn07824
K00198	R08034	rxn07824
K00196	R08034	rxn07824
K00169	R08034	rxn07824
K00170	R08034	rxn07824
K00172	R08034	rxn07824
K00171	R08034	rxn07824
K00189	R08034	rxn07824
K11180	R08035	rxn07825
K11181	R08035	rxn07825
K10678	R08014	rxn07804
K10678	R08017	rxn07807
K10679	R08014	rxn07804
K10679	R08017	rxn07807
K10680	R08014	rxn07804
K10680	R08017	rxn07807
K14579	R09159	rxn16021
K14580	R09159	rxn16021
K14578	R09159	rxn16021
K14581	R09159	rxn16021
K14582	R09183	rxn16045
K01856	R05300	rxn03612
K03381	R05299	rxn03611
K01860	R09215	rxn16077
K01860	R09217	rxn16079
K01061	R09220	rxn16082
K01860	R09221	rxn16083
K01061	R09222	rxn16084
K00217	R09223	rxn16085
K00217	R09224	rxn16086
K14579	R09233	rxn16095
K14580	R09233	rxn16095
K14578	R09233	rxn16095
K14581	R09233	rxn16095
K21683	R09234	rxn16096
K21683	R11150	
K09461	R03998	rxn02808
K09461	R03999	rxn02809
K15760	R03562	rxn02541
K15761	R03562	rxn02541
K15762	R03562	rxn02541
K15763	R03562	rxn02541
K15764	R03562	rxn02541
K15765	R03562	rxn02541
K19189	R04130	rxn02881
K00264	R00021	rxn12822
K00265	R00021	rxn12822
K00266	R00021	rxn12822
K00284	R00021	rxn12822
K00284	R00093	rxn00069
K00284	R00114	rxn00085
K06035	R00778	rxn00564
K21673	R07980	rxn07770
K21674	R07980	rxn07770
K21675	R07980	rxn07770
K00365	R07981	rxn15710
K16838	R07981	rxn15710
K01902	R00406	rxn00286
K01903	R00406	rxn00286
K01899	R00406	rxn00286
K01900	R00406	rxn00286
K14471	R00405	rxn00285
K14471	R00727	rxn00520
K14471	R10343	rxn25164
K14472	R00405	rxn00285
K14472	R00727	rxn00520
K14472	R10343	rxn25164
K18118	R00406	rxn00286
K00632	R00829	rxn00598
K07823	R00829	rxn00598
K14469	R03157	rxn02260
K15018	R03157	rxn02260
K18594	R03157	rxn02260
K15023	R10243	rxn40099
K20712	R09284	rxn16144
K20712	R06988	rxn04795
K01822	R09955	rxn16802
K05296	R09957	rxn16804
K05296	R09956	rxn16803
K01512	R01421	rxn01034
K15887	R00402	rxn00284
K15887	R02164	rxn06109
K15887	R10660	rxn40405
K15887	R13137	
K05797	R11194	
K20200	R11194	
K20218	R11197	
K20218	R11198	
K01501	R05591	rxn03870
K16051	R01834	rxn06053
K00492	R11153	
K01011	R05072	rxn11645
K02439	R05072	rxn11645
K19191	R10102	rxn23355
K18559	R02164	rxn06109
K18559	R00402	rxn00284
K18559	R10660	rxn40405
K18560	R02164	rxn06109
K18560	R00402	rxn00284
K18560	R10660	rxn40405
K14471	R00432	rxn00306
K14472	R00432	rxn00306
K00148	R06982	rxn04791
K00148	R06983	rxn04792
K00148	R00527	rxn00377
K17067	R06982	rxn04791
K17067	R06983	rxn04792
K17067	R00527	rxn00377
K03396	R00604	rxn00429
K03396	R00614	rxn00435
K03396	R06983	rxn04792
K03396	R00527	rxn00377
K00121	R00604	rxn00429
K00121	R00614	rxn00435
K00121	R06982	rxn04791
K00121	R00527	rxn00377
K01070	R00604	rxn00429
K01070	R00614	rxn00435
K01070	R06982	rxn04791
K01070	R06983	rxn04792
K00027	R00214	rxn00159
K00027	R00216	rxn00161
K00034	R07147	rxn04945
K18124	R01520	rxn01108
K18124	R01521	rxn01109
K18125	R01520	rxn01108
K18125	R01521	rxn01109
K11517	R00009	rxn00006
K03781	R00475	rxn00333
K14454	R00258	rxn00191
K14455	R00258	rxn00191
K00811	R00258	rxn00191
K00812	R00258	rxn00191
K00813	R00258	rxn00191
K11358	R00258	rxn00191
K00814	R00355	rxn00260
K14260	R00355	rxn00260
K14272	R00355	rxn00260
K17753	R00267	rxn00198
K05824	R04862	rxn03324
K10978	R04862	rxn03324
K17753	R04862	rxn03324
K05824	R01936	rxn01420
K10978	R01936	rxn01420
K17753	R01936	rxn01420
K00052	R10052	rxn11245
K15742	R08627	rxn14308
K01703	R08628	rxn14059
K21359	R08628	rxn14059
K21360	R08629	rxn13977
K15742	R08631	rxn14205
K01703	R08634	rxn14278
K21359	R08634	rxn14278
K21360	R08636	rxn14122
K15742	R08640	rxn14347
K01703	R08641	rxn13995
K21359	R08641	rxn13995
K21360	R08642	rxn14244
K15742	R08644	rxn14102
K01703	R08645	rxn14156
K21359	R08645	rxn14156
K21360	R08646	rxn13983
K12154	R08670	rxn13986
K12154	R08672	rxn14285
K12154	R08673	rxn14305
K12154	R08674	rxn14237
K12155	R08674	rxn14237
K12154	R08675	rxn14161
K12155	R08675	rxn14161
K00052	R01652	rxn01208
K15741	R08623	rxn14183
K15742	R08623	rxn14183
K01703	R08624	rxn14248
K21359	R08624	rxn14248
K11821	R08671	rxn14362
K01702	R10170	rxn12193
K01703	R10170	rxn12193
K01704	R10170	rxn12193
K10203	R07762	rxn07576
K10245	R07762	rxn07576
K10246	R07762	rxn07576
K10251	R07763	rxn07577
K10703	R07764	rxn07578
K10258	R07765	rxn07579
K08766	R01923	rxn01409
K00507	R02222	rxn14024
K00507	R03370	rxn06369
K00507	R12048	
K03921	R02222	rxn14024
K03921	R03370	rxn06369
K03921	R12048	
K03922	R02222	rxn14024
K03922	R03370	rxn06369
K03922	R12048	
K22769	R02222	rxn14024
K22769	R03370	rxn06369
K22769	R12048	
K22770	R02222	rxn14024
K22770	R03370	rxn06369
K22770	R12048	
K10256	R11043	
K22993	R11043	
K23006	R12205	
K22993	R12205	
K10226	R07933	rxn07723
K10226	R12170	
K10224	R11060	
K10226	R11110	
K10226	R12171	
K10224	R11059	
K10226	R11111	
K08765	R01923	rxn01409
K19523	R01923	rxn01409
K19524	R01923	rxn01409
K10203	R07758	rxn07572
K10245	R07758	rxn07572
K10246	R07758	rxn07572
K10251	R07759	rxn07573
K10703	R07760	rxn07574
K10258	R07761	rxn07575
K10226	R12167	
K10226	R12168	
K10224	R12169	
K00143	R11679	
K00013	R01158	rxn00859
K14152	R01158	rxn00859
K00940	R03530	rxn02517
K18533	R03530	rxn02517
K16855	R10235	rxn40093
K01519	R03531	rxn02518
K00893	R01967	rxn01444
K00876	R00964	rxn00709
K06952	R02102	rxn01521
K08723	R01569	rxn01145
K25434	R01569	rxn01145
K00560	R06613	rxn04464
K13998	R06613	rxn04464
K03465	R02101	rxn01520
K01529	R12589	
K01081	R12958	
K19970	R12958	
K11751	R12958	
K03787	R12958	
K02566	R12958	
K08693	R12958	
K07023	R12958	
K08722	R12958	
K06952	R12958	
K15910	R04529	rxn03122
K01784	R00418	rxn00295
